category	hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_flag	go_flag	hpa_flag	surfy_flag	cspa_flag	n_db_votes	sonnet_full_flag	adc_source	therapeutic	adc_antigen	target_function	viral_agent	viral_protein	viral_entry_mode
ADC	HGNC:5998	IL1RL1	Q01638	ENSG00000115602	9173	1	1	1	1	0	4	1	ADCdb		Interleukin-1 receptor-like 1 (IL1RL1)	Receptor for interleukin-33 (IL-33); signaling requires association of the coreceptor IL1RAP. Its stimulation recruits MYD88, IRAK1, IRAK4, and TRAF6, followed by phosphorylation of MAPK3/ERK1 and/or MAPK1/ERK2, MAPK14, and MAPK8. Possibly involved in helper T- cell function (Probable). Upon tissue injury, induces UCP2-dependent mitochondrial rewiring that attenuates the generation of reactive oxygen species and preserves the integrity of Krebs cycle required for persistent production of itaconate and subsequent GATA3- dependent differentiation of inflammation-resolving alternatively activated macrophages.			
ADC	HGNC:6008	IL2RA	P01589	ENSG00000134460	3559	1	1	0	1	1	4	1	TheraSAbDab	Camidanlumab; CAMIDANLUMAB TESIRINE	Interleukin-2 receptor subunit alpha (IL2RA)	Receptor for interleukin-2. The receptor is involved in the regulation of immune tolerance by controlling regulatory T cells (TREGs) activity. TREGs suppress the activation and expansion of autoreactive T-cells.			
ADC	HGNC:6012	IL3RA	P26951	ENSG00000185291	3563	1	1	0	1	1	4	1	TheraSAbDab	Pivekimab; PIVEKIMAB SUNIRINE	Interleukin-3 receptor subunit alpha (IL3RA)	Cell surface receptor for IL3 expressed on hematopoietic progenitor cells, monocytes and B-lymphocytes that controls the production and differentiation of hematopoietic progenitor cells into lineage-restricted cells. Ligand stimulation rapidly induces hetrodimerization with IL3RB, phosphorylation and enzyme activity of effector proteins such as JAK2 and PI3K that play a role in signaling cell proliferation and differentiation. Activation of JAK2 leads to STAT5-mediated transcriptional program.			
ADC	HGNC:6024	IL7R	P16871	ENSG00000168685	3575	1	1	1	1	1	5	1	ADCdb		Interleukin-7 receptor subunit alpha (IL7R)	Receptor for interleukin-7. Also acts as a receptor for thymic stromal lymphopoietin (TSLP).			
ADC	HGNC:6135	ITGA10	O75578	ENSG00000143127	8515	1	1	0	1	1	4	1	ADCdb		Integrin alpha-10 (ITGA10)	Integrin alpha-10/beta-1 is a receptor for collagen.			
ADC	HGNC:6139	ITGA3	P26006	ENSG00000005884	3675	1	1	1	1	1	5	1	ADCdb		Integrin alpha-3 (ITGA3)	Integrin alpha-3/beta-1 is a receptor for fibronectin, laminin, collagen, epiligrin, thrombospondin and CSPG4. Integrin alpha- 3/beta-1 provides a docking site for FAP (seprase) at invadopodia plasma membranes in a collagen-dependent manner and hence may participate in the adhesion, formation of invadopodia and matrix degradation processes, promoting cell invasion. Alpha-3/beta-1 may mediate with LGALS3 the stimulation by CSPG4 of endothelial cells migration.			
ADC	HGNC:6140	ITGA4	P13612	ENSG00000115232	3676	1	1	1	1	1	5	1	ADCdb		Integrin alpha-4 (ITGA4)	Integrins alpha-4/beta-1 (VLA-4) and alpha-4/beta-7 are receptors for fibronectin. They recognize one or more domains within the alternatively spliced CS-1 and CS-5 regions of fibronectin. They are also receptors for VCAM1. Integrin alpha-4/beta-1 recognizes the sequence Q-I-D-S in VCAM1. Integrin alpha-4/beta-7 is also a receptor for MADCAM1. It recognizes the sequence L-D-T in MADCAM1. On activated endothelial cells integrin VLA-4 triggers homotypic aggregation for most VLA-4-positive leukocyte cell lines. It may also participate in cytolytic T-cell interactions with target cells. ITGA4:ITGB1 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1-dependent fractalkine signaling. ITGA4:ITGB1 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1.			
ADC	HGNC:6141	ITGA5	P08648	ENSG00000161638	3678	1	1	0	1	1	4	1	ADCdb		Integrin alpha-5 (ITGA5)	Integrin alpha-5/beta-1 (ITGA5:ITGB1) is a receptor for fibronectin and fibrinogen. It recognizes the sequence R-G-D in its ligands. ITGA5:ITGB1 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1. ITGA5:ITGB1 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1. ITGA5:ITGB1 acts as a receptor for fibronectin (FN1) and mediates R-G-D-dependent cell adhesion to FN1. ITGA5:ITGB1 is a receptor for IL1B and binding is essential for IL1B signaling. ITGA5:ITGB3 is a receptor for soluble CD40LG and is required for CD40/CD40LG signaling. (Microbial infection) Integrin ITGA5:ITGB1 acts as a receptor for Human metapneumovirus. (Microbial infection) Integrin ITGA2:ITGB1 acts as a receptor for Human parvovirus B19. (Microbial infection) In case of HIV-1 infection, the interaction with extracellular viral Tat protein seems to enhance angiogenesis in Kaposi&#039;s sarcoma lesions.			
ADC	HGNC:6150	ITGAV	P06756	ENSG00000138448	3685	1	1	0	1	1	4	1	ADCdb		Integrin alpha-V (ITGAV)	The alpha-V (ITGAV) integrins are receptors for vitronectin, cytotactin, fibronectin, fibrinogen, laminin, matrix metalloproteinase- 2, osteopontin, osteomodulin, prothrombin, thrombospondin and vWF. They recognize the sequence R-G-D in a wide array of ligands. ITGAV:ITGB3 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1- dependent fractalkine signaling. ITGAV:ITGB3 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling. ITGAV:ITGB3 binds to FGF1 and this binding is essential for FGF1 signaling. ITGAV:ITGB3 binds to FGF2 and this binding is essential for FGF2 signaling. ITGAV:ITGB3 binds to IGF1 and this binding is essential for IGF1 signaling. ITGAV:ITGB3 binds to IGF2 and this binding is essential for IGF2 signaling. ITGAV:ITGB3 binds to IL1B and this binding is essential for IL1B signaling. ITGAV:ITGB3 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1. ITGAV:ITGB3 and ITGAV:ITGB6 act as receptors for fibrillin-1 (FBN1) and mediate R-G-D-dependent cell adhesion to FBN1. Integrin alpha-V/beta-6 or alpha- V/beta-8 (ITGAV:ITGB6 or ITGAV:ITGB8) mediates R-G-D-dependent release of transforming growth factor beta-1 (TGF-beta-1) from regulatory Latency-associated peptide (LAP), thereby playing a key role in TGF- beta-1 activation. ITGAV:ITGB3 acts as a receptor for CD40LG.			
ADC	HGNC:6153	ITGB1	P05556	ENSG00000150093	3688	1	1	1	1	1	5	1	ADCdb		Integrin beta-1 (ITGB1)	Integrins alpha-1/beta-1, alpha-2/beta-1, alpha-10/beta-1 and alpha-11/beta-1 are receptors for collagen. Integrins alpha-1/beta-1 and alpha-2/beta-2 recognize the proline-hydroxylated sequence G-F-P-G- E-R in collagen. Integrins alpha-2/beta-1, alpha-3/beta-1, alpha- 4/beta-1, alpha-5/beta-1, alpha-8/beta-1, alpha-10/beta-1, alpha- 11/beta-1 and alpha-V/beta-1 are receptors for fibronectin. Alpha- 4/beta-1 recognizes one or more domains within the alternatively spliced CS-1 and CS-5 regions of fibronectin. Integrin alpha-5/beta-1 is a receptor for fibrinogen. Integrin alpha-1/beta-1, alpha-2/beta-1, alpha-6/beta-1 and alpha-7/beta-1 are receptors for lamimin. Integrin alpha-6/beta-1 (ITGA6:ITGB1) is present in oocytes and is involved in sperm-egg fusion. Integrin alpha-4/beta-1 is a receptor for VCAM1. It recognizes the sequence Q-I-D-S in VCAM1. Integrin alpha- 9/beta-1 is a receptor for VCAM1, cytotactin and osteopontin. It recognizes the sequence A-E-I-D-G-I-E-L in cytotactin. Integrin alpha- 3/beta-1 is a receptor for epiligrin, thrombospondin and CSPG4. Alpha- 3/beta-1 may mediate with LGALS3 the stimulation by CSPG4 of endothelial cells migration. Integrin alpha-V/beta-1 is a receptor for vitronectin. Beta-1 integrins recognize the sequence R-G-D in a wide array of ligands. When associated with alpha-7 integrin, regulates cell adhesion and laminin matrix deposition. Involved in promoting endothelial cell motility and angiogenesis. Involved in osteoblast compaction through the fibronectin fibrillogenesis cell-mediated matrix assembly process and the formation of mineralized bone nodules. May be involved in up-regulation of the activity of kinases such as PKC via binding to KRT1. Together with KRT1 and RACK1, serves as a platform for SRC activation or inactivation. Plays a mechanistic adhesive role during telophase, required for the successful completion of cytokinesis. Integrin alpha-3/beta-1 provides a docking site for FAP (seprase) at invadopodia plasma membranes in a collagen-dependent manner and hence may participate in the adhesion, formation of invadopodia and matrix degradation processes, promoting cell invasion. ITGA4:ITGB1 binds to fractalkine (CX3CL1) and may act as its coreceptor in CX3CR1-dependent fractalkine signaling. ITGA4:ITGB1 and ITGA5:ITGB1 bind to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1. ITGA5:ITGB1 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G- D-dependent cell adhesion to FBN1. ITGA5:ITGB1 is a receptor for IL1B and binding is essential for IL1B signaling. ITGA5:ITGB3 is a receptor for soluble CD40LG and is required for CD40/CD40LG signaling. Plays an important role in myoblast differentiation and fusion during skeletal myogenesis.			
ADC	HGNC:6156	ITGB3	P05106	ENSG00000259207	3690	1	1	1	1	1	5	1	ADCdb		Integrin beta-3 (ITGB3)	Integrin alpha-V/beta-3 (ITGAV:ITGB3) is a receptor for cytotactin, fibronectin, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin, vitronectin and von Willebrand factor. Integrin alpha-IIb/beta-3 (ITGA2B:ITGB3) is a receptor for fibronectin, fibrinogen, plasminogen, prothrombin, thrombospondin and vitronectin. Integrins alpha-IIb/beta-3 and alpha- V/beta-3 recognize the sequence R-G-D in a wide array of ligands. Integrin alpha-IIb/beta-3 recognizes the sequence H-H-L-G-G-G-A-K-Q-A- G-D-V in fibrinogen gamma chain. Following activation integrin alpha- IIb/beta-3 brings about platelet/platelet interaction through binding of soluble fibrinogen. This step leads to rapid platelet aggregation which physically plugs ruptured endothelial surface. Fibrinogen binding enhances SELP expression in activated platelets. ITGAV:ITGB3 binds to fractalkine (CX3CL1) and acts as its coreceptor in CX3CR1-dependent fractalkine signaling. ITGAV:ITGB3 binds to NRG1 (via EGF domain) and this binding is essential for NRG1-ERBB signaling. ITGAV:ITGB3 binds to FGF1 and this binding is essential for FGF1 signaling. ITGAV:ITGB3 binds to FGF2 and this binding is essential for FGF2 signaling. ITGAV:ITGB3 binds to IGF1 and this binding is essential for IGF1 signaling. ITGAV:ITGB3 binds to IGF2 and this binding is essential for IGF2 signaling. ITGAV:ITGB3 binds to IL1B and this binding is essential for IL1B signaling. ITGAV:ITGB3 binds to PLA2G2A via a site (site 2) which is distinct from the classical ligand-binding site (site 1) and this induces integrin conformational changes and enhanced ligand binding to site 1. ITGAV:ITGB3 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1. In brain, plays a role in synaptic transmission and plasticity. Involved in the regulation of the serotonin neurotransmission, is required to localize to specific compartments within the synapse the serotonin receptor SLC6A4 and for an appropriate reuptake of serotonin. Controls excitatory synaptic strength by regulating GRIA2-containing AMPAR endocytosis, which affects AMPAR abundance and composition. ITGAV:ITGB3 act as a receptor for CD40LG. (Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for Herpes virus 8/HHV-8. (Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for Coxsackievirus A9. (Microbial infection) Acts as a receptor for Hantaan virus. (Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for Cytomegalovirus/HHV-5. (Microbial infection) Integrin ITGA5:ITGB3 acts as a receptor for Human metapneumovirus. (Microbial infection) Integrin ITGAV:ITGB3 acts aP05556s a receptor for Human parechovirus 1. (Microbial infection) Integrin ITGAV:ITGB3 acts as a receptor for West nile virus. (Microbial infection) In case of HIV-1 infection, the interaction with extracellular viral Tat protein seems to enhance angiogenesis in Kaposi&#039;s sarcoma lesions.			
ADC	HGNC:6161	ITGB6	P18564	ENSG00000115221	3694	1	1	1	1	1	5	1	TheraSAbDab	Sigvotatug; SIGVOTATUG VEDOTIN	Integrin beta-6 (ITGB6)	Integrin alpha-V:beta-6 (ITGAV:ITGB6) is a receptor for fibronectin and cytotactin. It recognizes the sequence R-G-D in its ligands. Internalization of integrin alpha-V/beta-6 via clathrin-mediated endocytosis promotes carcinoma cell invasion. ITGAV:ITGB6 acts as a receptor for fibrillin-1 (FBN1) and mediates R-G-D-dependent cell adhesion to FBN1. Integrin alpha-V:beta-6 (ITGAV:ITGB6) mediates R-G- D-dependent release of transforming growth factor beta-1 (TGF-beta-1) from regulatory Latency-associated peptide (LAP), thereby playing a key role in TGF-beta-1 activation.			
