gene_symbol	tier	surface_verdict_bucket	papers_found	papers_selected	papers_with_ec	n_filters_evidence	n_det_features	evidence_grade
MRC2	canonical	surface_yes	229.0	31	29	18	5	direct_multi_method
MRGPRD	canonical	surface_yes	217.0	25	23	16	5	direct_multi_method
MRGPRE	canonical	surface_yes	147.0	7	6	17	5	direct_single_method
MRGPRF	canonical	surface_yes	311.0	9	5	15	5	direct_single_method
MRGPRG	low	surface_yes	150.0	0	0	12	5	weak
MRGPRX1	likely	surface_yes	317.0	19	14	14	4	direct_single_method
MRGPRX2	likely	surface_yes	231.0	38	33	17	4	direct_multi_method
MRGPRX3	likely	surface_yes	330.0	6	4	13	4	weak
MRGPRX4	likely	surface_yes	310.0	13	11	16	4	direct_multi_method
MS4A1	canonical	surface_yes	381.0	14	12	18	7	direct_multi_method
MS4A10	low	surface_yes	67.0	4	1	13	4	weak
MS4A12	likely	surface_yes	120.0	9	8	18	6	supportive_but_indirect
MS4A13	likely	surface_yes	36.0	4	2	15	5	supportive_but_indirect
MS4A14	low	surface_yes	91.0	2	2	15	4	weak
MS4A18	low	surface_yes	16.0	1	0	12	3	weak
MS4A2	likely	surface_yes	297.0	17	15	17	4	direct_multi_method
MS4A3	canonical	surface_yes	194.0	11	9	15	6	direct_multi_method
MS4A4A	canonical	surface_yes	227.0	19	18	17	4	direct_multi_method
MS4A4E	likely	surface_yes	133.0	4	3	13	4	supportive_but_indirect
MS4A5	low	surface_yes	54.0	6	2	16	5	weak
MS4A6A	likely	surface_yes	209.0	14	11	16	5	supportive_but_indirect
MS4A6E	low	surface_yes	101.0	2	2	12	3	weak
MS4A7	likely	surface_yes	217.0	13	10	16	5	weak
MS4A8	canonical	surface_yes	116.0	7	5	18	5	direct_single_method
MSLN	canonical	surface_yes	260.0	45	39	20	6	direct_multi_method
MSR1	canonical	surface_yes	338.0	18	16	17	6	direct_multi_method
MST1R	canonical	surface_yes	317.0	8	7	18	6	direct_multi_method
MTDH	likely	surface_yes	269.0	10	9	14	4	supportive_but_indirect
MTNR1A	canonical	surface_yes	302.0	27	24	17	5	direct_multi_method
MTNR1B	canonical	surface_yes	279.0	23	21	18	5	supportive_but_indirect
MUC1	canonical	surface_yes	329.0	22	16	20	4	direct_multi_method
MUC12	likely	surface_yes	195.0	12	11	17	5	direct_single_method
MUC13	canonical	surface_yes	204.0	29	25	20	4	direct_multi_method
MUC15	canonical	surface_yes	231.0	21	19	20	6	direct_single_method
MUC16	canonical	surface_yes	292.0	34	29	22	2	direct_multi_method
MUC17	likely	surface_yes	211.0	23	18	21	5	direct_multi_method
MUC20	canonical	surface_yes	201.0	21	20	21	3	direct_single_method
MUC21	canonical	surface_yes	164.0	17	17	18	4	direct_multi_method
MUC22	likely	surface_yes	176.0	3	1	14	3	weak
MUC3A	likely	surface_yes	204.0	20	18	18	5	supportive_but_indirect
MUC3B	canonical	surface_yes	111.0	12	11	17	3	weak
MUC4	canonical	surface_yes	279.0	39	33	21	5	direct_multi_method
MUCL1	likely	surface_yes	196.0	12	11	16	2	direct_single_method
MUCL3	low	surface_yes	170.0	2	1	11	3	weak
MUSK	likely	surface_yes	313.0	18	13	22	6	direct_multi_method
MXRA5	canonical	surface_yes	207.0	7	7	14	3	supportive_but_indirect
MXRA8	canonical	surface_yes	210.0	13	13	15	6	direct_multi_method
MYADM	canonical	surface_yes	193.0	13	13	18	5	direct_multi_method
MYDGF	low	surface_yes	318.0	10	8	14	3	weak
MYH9	likely	surface_yes	300.0	26	21	15	5	direct_multi_method
MYMK	canonical	surface_yes	207.0	22	19	15	5	direct_multi_method
MYMX	likely	surface_yes	257.0	12	9	16	3	weak
MYO18A	likely	surface_yes		13	12	17	2	direct_single_method
MYOC	likely	surface_yes	276.0	22	16	16	5	direct_single_method
MYOF	likely	surface_yes	205.0	25	22	16	6	direct_single_method
NAALAD2	likely	surface_yes	175.0	9	4	15	6	supportive_but_indirect
NAALADL1	canonical	surface_yes	203.0	5	3	20	7	direct_single_method
NAALADL2	likely	surface_yes	161.0	1	0	15	6	supportive_but_indirect
NAGPA	low	surface_yes	234.0	10	9	18	7	weak
NAIF1	low	surface_yes	124.0	0	0	11	5	weak
NALCN	canonical	surface_yes	224.0	30	26	17	6	direct_multi_method
NALF1	canonical	surface_yes	170.0	15	12	17	4	direct_single_method
NALF2	low	surface_yes	257.0	1	0	12	4	weak
NAMPT	low	surface_yes	337.0	14	12	16	5	weak
NAPRT	low	surface_yes	215.0	5	5	15	6	weak
NCAM1	canonical	surface_yes	311.0	38	37	22	6	direct_multi_method
NCAM2	canonical	surface_yes	215.0	16	15	21	7	direct_multi_method
NCMAP	low	surface_yes	210.0	1	0	13	4	weak
NCR1	canonical	surface_yes	286.0	38	37	18	6	direct_multi_method
NCR2	canonical	surface_yes	265.0	36	34	17	5	direct_multi_method
NCR3	canonical	surface_yes	292.0	34	32	17	5	direct_multi_method
NCR3LG1	canonical	surface_yes	200.0	44	39	20	4	direct_multi_method
NCSTN	canonical	surface_yes	256.0	23	17	19	5	direct_single_method
NDNF	likely	surface_yes	313.0	4	4	14	3	supportive_but_indirect
NECTIN1	canonical	surface_yes	305.0	32	31	20	6	direct_multi_method
NECTIN2	canonical	surface_yes	257.0	30	28	19	6	direct_multi_method
NECTIN3	canonical	surface_yes	236.0	30	24	21	6	direct_multi_method
NECTIN4	canonical	surface_yes	252.0	21	16	19	6	direct_multi_method
NEDD9	likely	surface_yes	251.0	11	8	16	5	supportive_but_indirect
NEGR1	canonical	surface_yes	227.0	26	24	21	7	direct_multi_method
NELL1	canonical	surface_yes	229.0	13	10	20	5	direct_multi_method
NEO1	canonical	surface_yes	240.0	33	32	22	6	direct_multi_method
NETO1	likely	surface_yes	186.0	16	13	19	6	supportive_but_indirect
NETO2	canonical	surface_yes	196.0	17	17	21	6	direct_multi_method
NEU1	likely	surface_yes	309.0	20	19	18	4	direct_multi_method
NEU3	canonical	surface_yes	272.0	27	23	17	5	supportive_but_indirect
NEU4	low	surface_yes	196.0	18	16	14	5	supportive_but_indirect
NFAM1	likely	surface_yes	169.0	4	4	15	3	direct_single_method
NFASC	likely	surface_yes	390.0	14	12	20	6	direct_single_method
NGFR	canonical	surface_yes	268.0	45	44	22	6	direct_multi_method
NINJ1	canonical	surface_yes	185.0	32	28	20	4	direct_multi_method
NINJ2	canonical	surface_yes	135.0	13	10	15	4	supportive_but_indirect
NIPA1	low	surface_yes	232.0	4	2	12	6	weak
NIPA2	canonical	surface_yes	151.0	4	1	15	6	supportive_but_indirect
NIPAL3	low	surface_yes	91.0	1	0	12	6	weak
NIPAL4	likely	surface_yes	162.0	8	6	14	7	supportive_but_indirect
NKAIN1	low	surface_yes	111.0	1	0	12	6	weak
NKAIN2	low	surface_yes	161.0	1	0	12	6	weak
NKAIN3	low	surface_yes	117.0	1	0	12	5	weak
NKAIN4	low	surface_yes	116.0	2	0	16	4	weak
NKG7	low	surface_yes	289.0	7	7	13	4	weak
NKTR	likely	surface_yes	235.0	4	0	15	4	direct_single_method
NLGN1	canonical	surface_yes	224.0	31	28	22	7	direct_multi_method
NLGN2	canonical	surface_yes	213.0	27	25	21	6	direct_multi_method
NLGN3	canonical	surface_yes	227.0	26	23	21	7	direct_single_method
NLGN4X	canonical	surface_yes	220.0	22	18	19	6	direct_single_method
NLGN4Y	likely	surface_yes	168.0	7	5	18	6	direct_single_method
NMBR	canonical	surface_yes	219.0	13	12	15	5	supportive_but_indirect
NME1	low	surface_yes	293.0	10	8	16	6	weak
NMUR1	canonical	surface_yes	230.0	18	17	19	5	direct_multi_method
NMUR2	canonical	surface_yes	307.0	16	12	20	5	direct_multi_method
NOTCH1	canonical	surface_yes	347.0	24	20	23	5	direct_multi_method
NOTCH2	canonical	surface_yes	290.0	22	19	21	5	direct_multi_method
NOTCH3	canonical	surface_yes	300.0	26	21	19	5	direct_multi_method
NOTCH4	canonical	surface_yes	293.0	23	17	20	5	direct_multi_method
NOX1	canonical	surface_yes	297.0	27	24	19	5	direct_multi_method
NOX3	likely	surface_yes	235.0	8	7	17	4	supportive_but_indirect
NOX5	likely	surface_yes	258.0	23	19	18	4	direct_single_method
NPBWR1	canonical	surface_yes	173.0	13	8	14	5	direct_single_method
NPBWR2	canonical	surface_yes	135.0	14	8	14	4	supportive_but_indirect
NPC1L1	canonical	surface_yes	245.0	26	21	19	6	direct_multi_method
NPC2	low	surface_yes	278.0	12	9	15	4	weak
NPDC1	likely	surface_yes	288.0	3	2	16	3	direct_single_method
NPFFR1	canonical	surface_yes	162.0	17	14	17	5	direct_multi_method
NPFFR2	canonical	surface_yes	213.0	20	18	15	6	direct_single_method
NPHS1	likely	surface_yes	301.0	29	25	22	6	direct_single_method
NPHS2	likely	surface_yes	263.0	18	16	17	6	supportive_but_indirect
NPIPB11	low	surface_yes	138.0	0	0	12	3	weak
NPM1	likely	surface_yes	315.0	8	4	15	6	supportive_but_indirect
NPNT	canonical	surface_yes	264.0	14	14	16	5	supportive_but_indirect
NPR1	canonical	surface_yes	346.0	19	15	16	6	direct_multi_method
NPR2	canonical	surface_yes	320.0	17	12	14	6	supportive_but_indirect
NPR3	canonical	surface_yes	268.0	25	21	16	7	supportive_but_indirect
NPSR1	canonical	surface_yes	210.0	14	12	15	5	direct_multi_method
NPTN	canonical	surface_yes	219.0	24	20	19	6	direct_multi_method
NPTX1	canonical	surface_yes	275.0	12	11	20	4	direct_single_method
NPTXR	canonical	surface_yes	294.0	8	6	20	4	direct_single_method
NPY1R	canonical	surface_yes	242.0	28	25	15	5	supportive_but_indirect
NPY2R	canonical	surface_yes	238.0	21	20	19	5	direct_multi_method
NPY4R	likely	surface_yes	314.0	4	0	13	4	weak
NPY4R2	likely	surface_yes	256.0	4	0	13	3	supportive_but_indirect
NPY5R	canonical	surface_yes	225.0	17	16	17	5	direct_multi_method
NRCAM	canonical	surface_yes	295.0	20	18	21	6	direct_multi_method
NRDC	likely	surface_yes	228.0	17	14	15	5	direct_single_method
NRG1	canonical	surface_yes	329.0	12	9	20	6	weak
NRG2	canonical	surface_yes	237.0	16	15	21	6	direct_single_method
NRG3	likely	surface_yes	215.0	13	13	21	5	direct_single_method
NRG4	likely	surface_yes	236.0	15	12	20	5	supportive_but_indirect
NRN1	canonical	surface_yes	247.0	10	9	21	5	direct_multi_method
NRN1L	likely	surface_yes	59.0	1	0	16	5	weak
NRP1	canonical	surface_yes	279.0	47	39	21	6	direct_multi_method
NRP2	canonical	surface_yes	240.0	30	27	21	6	direct_multi_method
NRROS	likely	surface_yes	157.0	10	9	18	4	direct_multi_method
NRXN1	likely	surface_yes	263.0	30	28	20	6	direct_multi_method
NRXN2	canonical	surface_yes	228.0	22	20	22	5	direct_multi_method
NRXN3	canonical	surface_yes	249.0	22	15	22	6	direct_single_method
NSG1	low	surface_yes	374.0	6	6	17	5	weak
NSG2	low	surface_yes	155.0	9	9	15	4	supportive_but_indirect
NT5E	canonical	surface_yes	356.0	32	28	21	6	direct_multi_method
NTM	canonical	surface_yes	307.0	7	6	20	7	direct_single_method
NTN4	low	surface_yes	221.0	19	16	16	5	weak
NTNG1	canonical	surface_yes	211.0	12	11	20	6	direct_multi_method
NTNG2	canonical	surface_yes	223.0	9	9	17	6	supportive_but_indirect
NTRK1	canonical	surface_yes	278.0	31	23	19	6	direct_multi_method
NTRK2	canonical	surface_yes	277.0	44	35	20	6	direct_multi_method
NTRK3	canonical	surface_yes	271.0	21	18	15	6	direct_multi_method
NTSR1	canonical	surface_yes	279.0	23	19	17	5	direct_multi_method
NTSR2	canonical	surface_yes	266.0	16	12	16	6	direct_single_method
NUS1	likely	surface_yes	177.0	15	15	16	4	direct_multi_method
NXPE1	likely	surface_yes	65.0	4	3	19	5	supportive_but_indirect
NXPE2	low	surface_yes	68.0	0	0	11	6	weak
NXPE3	low	surface_yes	94.0	2	0	19	5	weak
NXPE4	low	surface_yes	93.0	0	0	12	6	weak
NXPH1	likely	surface_yes	201.0	8	3	19	4	supportive_but_indirect
NXPH2	low	surface_yes	152.0	3	2	19	4	weak
NXPH3	likely	surface_yes	177.0	4	4	18	4	supportive_but_indirect
NXPH4	low	surface_yes	176.0	5	3	16	4	weak
NYX	likely	surface_yes	226.0	9	8	16	4	direct_multi_method
OCLN	canonical	surface_yes	336.0	33	27	16	5	supportive_but_indirect
OCSTAMP	canonical	surface_yes	226.0	15	12	12	4	supportive_but_indirect
ODAM	low	surface_yes	211.0	16	15	16	3	weak
ODAPH	low	surface_yes	167.0	4	4	15	4	weak
ODR4	likely	surface_yes	215.0	4	3	18	4	direct_single_method
OGFRL1	uncertain	surface_yes	151.0	1	0	12	4	weak
OIT3	low	surface_yes	280.0	4	3	15	5	weak
OLFM1	likely	surface_yes	296.0	1	0	18	5	supportive_but_indirect
OLFM2	likely	surface_yes	179.0	6	6	17	4	supportive_but_indirect
OLFM3	likely	surface_yes	170.0	6	4	16	5	supportive_but_indirect
OLFM4	likely	surface_yes	284.0	22	20	16	4	supportive_but_indirect
OLR1	canonical	surface_yes	246.0	35	30	22	6	direct_multi_method
OMG	likely	surface_yes	267.0	12	8	18	5	direct_single_method
OOSP1	low	surface_yes	60.0	3	1	12	3	weak
OPALIN	likely	surface_yes	190.0	9	9	16	5	supportive_but_indirect
OPCML	canonical	surface_yes	207.0	19	12	22	7	direct_multi_method
OPN1LW	likely	surface_yes	352.0	13	10	17	4	supportive_but_indirect
OPN1MW	likely	surface_yes	334.0	17	9	17	4	supportive_but_indirect
OPN1MW2	likely	surface_yes	200.0	7	6	15	3	weak
OPN1MW3	likely	surface_yes	300.0	8	5	16	3	supportive_but_indirect
OPN1SW	likely	surface_yes	341.0	16	10	18	5	supportive_but_indirect
OPN3	canonical	surface_yes	229.0	26	24	15	6	supportive_but_indirect
OPN4	likely	surface_yes	298.0	21	16	16	6	direct_single_method
OPN5	canonical	surface_yes	205.0	26	23	14	5	direct_multi_method
OPRD1	canonical	surface_yes	320.0	21	19	15	6	direct_multi_method
OPRK1	canonical	surface_yes	323.0	25	20	16	6	direct_multi_method
OPRL1	canonical	surface_yes	276.0	24	19	21	6	direct_multi_method
OPRM1	canonical	surface_yes	327.0	23	17	19	6	direct_multi_method
OR10A2	likely	surface_yes	99.0	2	1	18	4	direct_single_method
OR10A3	likely	surface_yes	49.0	2	1	15	4	supportive_but_indirect
OR10A4	likely	surface_yes	160.0	4	4	15	5	weak
OR10A5	likely	surface_yes	116.0	3	1	17	4	supportive_but_indirect
OR10A6	likely	surface_yes	45.0	5	4	20	4	supportive_but_indirect
OR10A7	low	surface_yes	36.0	0	0	12	4	weak
OR10AC1	low	surface_yes	9.0	0	0	12	3	weak
OR10AD1	low	surface_yes	52.0	2	1	15	4	weak
OR10AG1	low	surface_yes	24.0	1	0	18	4	weak
OR10C1	low	surface_yes	51.0	2	0	15	5	weak
OR10D3	low	surface_yes	23.0	0	0	12	5	weak
OR10G2	low	surface_yes	41.0	0	0	12	4	weak
OR10G3	low	surface_yes	45.0	3	1	15	4	weak
OR10G4	likely	surface_yes	43.0	8	1	18	4	supportive_but_indirect
OR10G6	low	surface_yes	14.0	1	0	16	5	weak
OR10G7	likely	surface_yes	46.0	7	2	17	4	supportive_but_indirect
OR10G8	low	surface_yes	37.0	2	0	18	4	weak
OR10G9	likely	surface_yes	32.0	1	0	15	4	weak
OR10H1	canonical	surface_yes	57.0	3	2	17	4	direct_single_method
OR10H2	likely	surface_yes	42.0	2	1	17	4	supportive_but_indirect
OR10H3	low	surface_yes	39.0	1	1	18	4	weak
OR10H4	low	surface_yes	20.0	1	0	15	4	weak
OR10H5	likely	surface_yes	52.0	0	0	11	4	weak
OR10J1	low	surface_yes	69.0	1	0	12	4	weak
OR10J4	low	surface_yes	15.0	0	0	12	4	weak
OR10J5	likely	surface_yes	126.0	12	7	19	5	supportive_but_indirect
OR10K1	low	surface_yes	44.0	0	0	12	5	weak
OR10K2	low	surface_yes	51.0	0	0	12	4	weak
OR10P1	likely	surface_yes	42.0	1	0	13	5	weak
OR10Q1	low	surface_yes	33.0	4	0	16	4	weak
OR10R2	low	surface_yes	43.0	0	0	12	4	weak
OR10S1	likely	surface_yes	35.0	4	2	17	5	direct_single_method
OR10T2	low	surface_yes	74.0	1	1	17	4	weak
OR10V1	low	surface_yes	26.0	0	0	12	5	weak
OR10W1	low	surface_yes	18.0	0	0	12	4	weak
OR10X1	likely	surface_yes	36.0	3	0	17	4	supportive_but_indirect
OR10Z1	low	surface_yes	41.0	1	1	17	5	weak
OR11A1	likely	surface_yes	69.0	3	1	16	5	supportive_but_indirect
OR11G2	low	surface_yes	30.0	1	0	15	4	weak
OR11H1	low	surface_yes	125.0	1	0	13	4	weak
OR11H12	low	surface_yes	36.0	0	0	12	4	weak
OR11H2	likely	surface_yes	27.0	0	0	12	4	weak
OR11H4	canonical	surface_yes	37.0	5	1	18	4	supportive_but_indirect
OR11H6	likely	surface_yes	28.0	6	4	19	5	supportive_but_indirect
OR11H7	likely	surface_yes	45.0	6	2	17	4	supportive_but_indirect
OR11L1	likely	surface_yes	44.0	0	0	12	5	weak
OR12D1	low	surface_yes	10.0	0	0	11	3	weak
OR12D2	low	surface_yes	75.0	2	1	16	4	weak
OR12D3	low	surface_yes	95.0	0	0	12	5	weak
OR13A1	likely	surface_yes	41.0	3	1	15	5	weak
OR13C2	low	surface_yes	30.0	1	0	16	4	weak
OR13C3	low	surface_yes	28.0	1	0	18	5	weak
OR13C4	low	surface_yes	31.0	0	0	12	4	weak
OR13C5	low	surface_yes	42.0	0	0	12	4	weak
OR13C8	low	surface_yes	38.0	0	0	12	5	weak
OR13C9	low	surface_yes	17.0	0	0	12	4	weak
OR13D1	low	surface_yes	28.0	1	1	15	5	weak
OR13F1	low	surface_yes	38.0	1	1	15	5	weak
OR13G1	low	surface_yes	48.0	1	0	13	5	weak
OR13H1	low	surface_yes	98.0	3	1	16	4	weak
OR13J1	low	surface_yes	30.0	0	0	12	5	weak
OR14A16	likely	surface_yes	23.0	2	0	17	4	supportive_but_indirect
OR14A2	likely	surface_yes	16.0	2	0	17	4	supportive_but_indirect
OR14C36	low	surface_yes	35.0	1	1	14	4	weak
OR14I1	likely	surface_yes	81.0	2	1	15	4	direct_single_method
OR14J1	canonical	surface_yes	48.0	3	1	19	5	supportive_but_indirect
OR14K1	low	surface_yes	17.0	1	0	15	4	weak
OR14L1	low	surface_yes	14.0	1	0	15	4	weak
OR1A1	likely	surface_yes	137.0	18	11	17	4	direct_multi_method
OR1A2	likely	surface_yes	87.0	8	3	20	4	direct_single_method
OR1B1	low	surface_yes	44.0	1	0	15	5	weak
OR1C1	low	surface_yes	46.0	5	3	18	4	weak
OR1D2	likely	surface_yes	154.0	14	7	16	5	direct_multi_method
OR1D4	likely	surface_yes	40.0	2	0	16	3	supportive_but_indirect
OR1D5	low	surface_yes	42.0	3	0	16	4	weak
OR1E1	likely	surface_yes	135.0	2	0	17	4	supportive_but_indirect
OR1E2	likely	surface_yes	142.0	1	0	16	4	supportive_but_indirect
OR1F1	likely	surface_yes	59.0	1	0	13	5	weak
OR1G1	likely	surface_yes	98.0	10	7	19	4	direct_single_method
OR1I1	likely	surface_yes	62.0	1	1	12	5	supportive_but_indirect
OR1J1	low	surface_yes	72.0	2	0	15	5	weak
OR1J2	low	surface_yes	92.0	0	0	12	4	weak
OR1J4	low	surface_yes	35.0	2	0	14	5	weak
OR1K1	low	surface_yes	115.0	1	0	14	4	weak
OR1L1	low	surface_yes	115.0	1	0	16	4	weak
OR1L3	low	surface_yes	68.0	3	2	15	4	weak
OR1L4	low	surface_yes	33.0	0	0	11	4	weak
OR1L6	low	surface_yes	110.0	1	0	18	4	weak
OR1L8	low	surface_yes	37.0	3	0	15	4	weak
OR1M1	low	surface_yes	70.0	0	0	12	5	weak
OR1N1	low	surface_yes	62.0	1	1	14	4	weak
OR1N2	low	surface_yes	37.0	5	2	19	5	weak
OR1Q1	low	surface_yes	126.0	1	0	15	5	weak
OR1R1	low	surface_yes	5.0	0	0	12	4	weak
OR1S1	low	surface_yes	33.0	0	0	12	4	weak
OR1S2	low	surface_yes	21.0	1	0	18	4	weak
OR2A1	low	surface_yes	58.0	4	1	19	4	weak
OR2A12	low	surface_yes	25.0	2	1	17	5	weak
OR2A14	low	surface_yes	30.0	0	0	12	4	weak
OR2A2	likely	surface_yes	43.0	0	0	12	5	weak
OR2A25	likely	surface_yes	40.0	4	1	18	5	supportive_but_indirect
OR2A4	likely	surface_yes	76.0	10	6	19	4	direct_single_method
OR2A42	low	surface_yes	56.0	2	2	13	4	weak
OR2A5	low	surface_yes	39.0	0	0	11	5	weak
OR2A7	likely	surface_yes	48.0	9	5	16	4	supportive_but_indirect
OR2AE1	low	surface_yes	38.0	2	2	14	4	weak
OR2AG1	likely	surface_yes	76.0	8	5	19	4	direct_multi_method
OR2AG2	likely	surface_yes	37.0	4	2	16	4	supportive_but_indirect
OR2AJ1	low	surface_yes	10.0	0	0	12	4	weak
OR2AK2	low	surface_yes	34.0	1	1	14	4	weak
OR2AP1	low	surface_yes	23.0	0	0	12	4	weak
OR2AT4	likely	surface_yes	89.0	12	10	19	5	direct_multi_method
OR2B11	canonical	surface_yes	63.0	3	2	18	5	supportive_but_indirect
OR2B2	low	surface_yes	65.0	0	0	12	4	weak
OR2B3	low	surface_yes	63.0	3	1	19	4	weak
OR2B6	likely	surface_yes	81.0	2	1	14	5	weak
OR2B8	low	surface_yes	18.0	0	0	11	3	weak
OR2C1	likely	surface_yes	57.0	4	1	17	5	supportive_but_indirect
OR2C3	low	surface_yes	50.0	2	1	12	4	weak
OR2D2	likely	surface_yes	140.0	2	1	17	4	supportive_but_indirect
OR2D3	likely	surface_yes	52.0	0	0	12	5	weak
OR2F1	low	surface_yes	56.0	1	0	15	4	weak
OR2F2	low	surface_yes	63.0	1	0	17	4	weak
OR2G2	low	surface_yes	39.0	2	0	15	4	weak
OR2G3	low	surface_yes	39.0	1	1	15	4	weak
OR2G6	low	surface_yes	26.0	0	0	11	4	weak
OR2H1	canonical	surface_yes	79.0	3	3	14	4	direct_multi_method
OR2H2	likely	surface_yes	116.0	6	5	19	4	direct_multi_method
OR2I1	likely	surface_yes	57.0	0	0	12	5	weak
OR2J1	low	surface_yes	110.0	3	3	18	4	weak
OR2J2	likely	surface_yes	95.0	5	4	19	4	supportive_but_indirect
OR2J3	likely	surface_yes	98.0	9	5	20	4	supportive_but_indirect
OR2K2	low	surface_yes	51.0	2	1	15	5	weak
OR2L13	likely	surface_yes	90.0	5	5	17	4	direct_multi_method
OR2L2	low	surface_yes	44.0	1	0	16	4	weak
OR2L3	low	surface_yes	29.0	3	3	15	4	weak
OR2L5	low	surface_yes	21.0	0	0	11	4	weak
OR2L8	low	surface_yes	37.0	2	0	15	4	weak
OR2M2	low	surface_yes	25.0	2	0	19	4	weak
OR2M3	likely	surface_yes	56.0	6	6	19	4	direct_multi_method
OR2M4	likely	surface_yes	43.0	2	1	16	4	weak
OR2M5	low	surface_yes	25.0	0	0	12	4	weak
OR2M7	likely	surface_yes	40.0	5	2	18	4	supportive_but_indirect
OR2S2	low	surface_yes	50.0	2	0	18	3	weak
OR2T1	likely	surface_yes	61.0	2	1	15	5	supportive_but_indirect
OR2T10	low	surface_yes	43.0	3	2	18	4	weak
OR2T11	likely	surface_yes	53.0	3	1	16	4	direct_single_method
OR2T12	low	surface_yes	28.0	0	0	12	4	weak
OR2T2	low	surface_yes	40.0	2	0	15	4	weak
OR2T27	low	surface_yes	30.0	0	0	12	4	weak
OR2T29	likely	surface_yes	23.0	0	0	12	4	weak
OR2T3	low	surface_yes	21.0	1	1	15	4	weak
OR2T33	low	surface_yes	42.0	2	0	12	3	weak
OR2T34	likely	surface_yes	41.0	2	0	16	4	weak
OR2T35	low	surface_yes	38.0	0	0	12	4	weak
OR2T4	likely	surface_yes	40.0	3	1	14	4	weak
OR2T5	low	surface_yes	22.0	0	0	12	4	weak
OR2T6	likely	surface_yes	36.0	3	2	15	5	supportive_but_indirect
OR2T7	low	surface_yes	18.0	1	0	12	3	weak
OR2T8	low	surface_yes	40.0	1	0	11	4	weak
OR2V1	low	surface_yes	22.0	0	0	12	5	weak
OR2V2	low	surface_yes	30.0	0	0	12	5	weak
OR2W1	likely	surface_yes	93.0	11	9	20	4	direct_multi_method
OR2W3	likely	surface_yes	93.0	7	6	18	4	direct_single_method
OR2Y1	low	surface_yes	49.0	2	0	15	4	weak
OR2Z1	low	surface_yes	42.0	1	0	17	4	weak
OR3A1	canonical	surface_yes	136.0	9	4	19	4	direct_multi_method
OR3A2	likely	surface_yes	101.0	1	1	16	4	weak
OR3A3	likely	surface_yes	41.0	2	1	17	4	supportive_but_indirect
OR4A15	low	surface_yes	31.0	1	0	16	5	weak
OR4A16	low	surface_yes	36.0	1	0	15	4	weak
OR4A47	low	surface_yes	40.0	0	0	12	5	weak
OR4A5	low	surface_yes	38.0	1	0	15	4	weak
OR4B1	likely	surface_yes	28.0	1	0	16	4	weak
OR4C11	low	surface_yes	46.0	0	0	12	4	weak
