gene_symbol	model	prompt_variant	predicted_verdict	predicted_reason	predicted_confidence	n_reps	majority_agreement	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
SUN1	claude-opus-4-8	ncbi	no	nuclear_envelope	high	3	1.0	761	867	379	7086	0	0.094175	15.854	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SUN2	claude-opus-4-8	ncbi	no	nuclear_envelope	high	3	1.0	1027	911	512	7086	0	0.103959	16.087	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
SYK	claude-opus-4-8	ncbi	no	cytoplasmic	high	3	1.0	955	1044	476	7086	0	0.112179	16.655	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
SYNE1	claude-opus-4-8	ncbi	no	nuclear_envelope	high	3	1.0	1131	1058	564	7086	0	0.117519	17.895	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
SYNE2	claude-opus-4-8	ncbi	no	nuclear_envelope	high	3	1.0	963	954	480	7086	0	0.105624	15.777	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1	0	1	0	0	0	1	0
TACSTD2	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	1182	523	0	7086	0	0.067584	11.74	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1	1	1	1	1	1	5	1
TF	claude-opus-4-8	ncbi	no	secreted_only	high	3	1.0	469	992	932	7086	0	0.109539	16.719	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1	0	1	0	1	0	2	0
TFRC	claude-opus-4-8	ncbi	yes	classical_surface_receptor	high	3	1.0	791	584	394	7086	0	0.073681	12.081	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1	1	1	0	1	0	3	0
TGFB1	claude-opus-4-8	ncbi	contextual	stable_surface_attachment	medium	3	1.0	1025	1111	511	7086	0	0.11891	19.448	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1	0	1	0	1	1	3	0
TGOLN2	claude-opus-4-8	ncbi	contextual	dual_localization	medium	3	1.0	901	1091	449	7086	0	0.114388	20.89	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	1	1	0	1	0	0	2	1
TM4SF1	claude-opus-4-8	ncbi	yes	multipass_with_exposed_loops	high	3	1.0	893	642	445	7086	0	0.080518	11.873	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
TMED10	claude-opus-4-8	ncbi	no	endomembrane_resident	low	3	1.0	1039	1305	518	7086	0	0.133802	23.084	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
TMED9	claude-opus-4-8	ncbi	no	endomembrane_resident	high	3	1.0	803	934	400	7086	0	0.100224	17.832	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
TYK2	claude-opus-4-8	ncbi	no	inner_leaflet_anchored	high	3	1.0	925	1008	461	7086	0	0.108748	15.698	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
TYRP1	claude-opus-4-8	ncbi	contextual	cell_state_induced	medium	3	1.0	817	1151	407	7086	0	0.11684	20.864	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1	0	0	1	1	0	2	0
VDAC1	claude-opus-4-8	ncbi	contextual	dual_localization	low	3	1.0	973	943	485	7086	0	0.105043	17.662	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1	0	0	0	1	0	1	0
VEGFA	claude-opus-4-8	ncbi	no	secreted_only	high	3	1.0	975	1028	486	7086	0	0.111466	16.684	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	1	0	1	0	0	0	1	0
ZP3	claude-opus-4-8	ncbi	contextual	tissue_restricted_surface	medium	3	1.0	1527	1036	0	7086	0	0.111234	18.729	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1	1	0	1	0	0	2	0
A2M	claude-sonnet-4-6	naive	no	secreted_only	high	3	1.0	107	1037	49	5019	0	0.017565	26.976	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1	0	0	0	1	0	1	0
ABCB9	claude-sonnet-4-6	naive	no	endomembrane_resident	high	3	1.0	111	1002	51	5040	0	0.017066	25.074	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1	0	0	1	0	0	1	0
ADORA3	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	109	738	50	5040	0	0.013097	18.938	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1	1	0	0	0	0	1	0
AKT2	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	109	996	50	5019	0	0.01696	23.272	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
ALPG	claude-sonnet-4-6	naive	contextual	tissue_restricted_surface	medium	3	1.0	107	831	49	5019	0	0.014475	21.48	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1	0	0	1	0	1	2	0
AMHR2	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	109	796	50	5019	0	0.01396	18.575	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
APOB	claude-sonnet-4-6	naive	no	secreted_only	high	3	1.0	107	1779	49	5019	0	0.028695	37.56	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	1	0	0	0	1	0	1	0
APPL1	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	109	1029	50	5040	0	0.017461	23.121	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1	0	0	0	0	1	1	0
ATG9A	claude-sonnet-4-6	naive	no	endomembrane_resident	high	3	1.0	109	1005	50	5040	0	0.017101	24.157	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	1	0	0	1	1	0	2	0
ATP5F1B	claude-sonnet-4-6	naive	contextual	cell_state_induced	medium	3	1.0	162	1073	0	5019	0	0.018087	30.414	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
AVPR1A	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	162	711	0	5040	0	0.012663	18.274	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
B2M	claude-sonnet-4-6	naive	yes	stable_complex_partner	high	3	1.0	107	941	49	5019	0	0.016125	22.478	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B4GALT1	claude-sonnet-4-6	naive	no	endomembrane_resident	high	3	1.0	113	1118	1725	3346	0	0.024582	28.039	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	0	1	1	0	0	0	2	0
BAX	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	105	1076	48	5019	0	0.018141	24.218	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BDKRB1	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	61	724	104	5040	0	0.012945	17.437	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BRAF	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	107	1001	49	5019	0	0.017025	23.439	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BST2	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	107	841	49	5019	0	0.014625	20.645	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BTK	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	105	1047	48	5019	0	0.017706	23.724	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
C3	claude-sonnet-4-6	naive	contextual	stable_surface_attachment	medium	3	0.667	105	1137	1721	3346	0	0.024828	31.691	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1	1	0	0	1	0	2	0
CA9	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	105	837	48	5019	0	0.014556	20.992	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CALR	claude-sonnet-4-6	naive	contextual	cell_state_induced	high	3	1.0	107	1017	1743	3346	0	0.023116	36.682	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CCR8	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	107	850	49	5040	0	0.014767	23.36	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CD19	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	105	775	5088	0	0	0.03102	19.981	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD24	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	105	725	48	5019	0	0.012876	21.596	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD276	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	105	813	48	5019	0	0.014196	20.942	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD63	claude-sonnet-4-6	naive	contextual	lysosomal_exocytosis	high	3	1.0	105	984	48	5019	0	0.016761	23.614	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD68	claude-sonnet-4-6	naive	yes	classical_surface_receptor	medium	3	1.0	105	1208	48	5019	0	0.020121	29.451	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD74	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	105	918	5088	0	0	0.033165	28.584	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CEACAM5	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	111	842	51	5019	0	0.01466	19.864	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM6	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	111	707	51	5019	0	0.012635	16.442	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CLDN18	claude-sonnet-4-6	naive	contextual	tissue_restricted_surface	high	3	1.0	109	1013	50	5019	0	0.017215	25.242	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN6	claude-sonnet-4-6	naive	contextual	cell_state_induced	high	3	1.0	109	1018	50	5040	0	0.017296	26.839	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CRISP1	claude-sonnet-4-6	naive	contextual	tissue_restricted_surface	medium	3	1.0	109	1107	50	5019	0	0.018625	27.475	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CSPG4	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	111	844	51	5019	0	0.01469	19.118	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
DLK1	claude-sonnet-4-6	naive	contextual	dual_localization	high	3	1.0	109	1063	50	5019	0	0.017965	26.747	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLL3	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	156	953	0	5040	0	0.016275	23.725	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	contextual	disagreement_rich_positive	1	1	0	1	0	1	3	0
DPEP1	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	109	768	50	5019	0	0.01354	19.065	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DSG3	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	107	751	49	5019	0	0.013275	18.097	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	107	775	49	5019	0	0.013635	20.863	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	109	676	50	5040	0	0.012167	17.081	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	109	926	50	5019	0	0.01591	25.316	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	159	850	0	5040	0	0.014739	20.738	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EREG	claude-sonnet-4-6	naive	contextual	dual_localization	medium	3	1.0	107	1035	49	5040	0	0.017542	27.478	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1	1	0	1	0	0	2	0
F2	claude-sonnet-4-6	naive	contextual	cell_state_induced	medium	3	1.0	105	1184	48	5019	0	0.019761	29.207	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	0	0	1	0	1	0	2	0
FLT3	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	159	777	0	5040	0	0.013644	17.726	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
FN1	claude-sonnet-4-6	naive	contextual	stable_surface_attachment	high	3	1.0	107	1185	49	5019	0	0.019785	29.154	P02751	HGNC:3778	2335	ENSG00000115414	contextual	secreted_negative	1	0	0	0	1	0	1	1
FOLH1	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	109	882	50	5019	0	0.01525	21.043	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1	1	1	1	0	0	3	0
FOLR1	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	109	777	5090	0	0	0.031069	19.069	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1	1	1	1	1	0	4	0
FZD10	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	59	811	100	5040	0	0.014229	19.005	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
FZD7	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	109	787	50	5040	0	0.013831	18.299	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GALNT1	claude-sonnet-4-6	naive	no	endomembrane_resident	high	3	1.0	109	1059	1723	3346	0	0.023677	23.372	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
GCGR	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	59	715	100	5040	0	0.012789	20.223	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GFRA1	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	111	747	51	5040	0	0.013241	18.169	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1	0	1	1	1	0	3	0
GIPR	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	58	778	98	5040	0	0.013723	19.415	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GNAQ	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	107	939	49	5040	0	0.016102	23.013	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1	0	1	0	0	1	2	0
GNB1	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	109	1051	50	5040	0	0.017791	22.685	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1	0	1	0	0	1	2	0
GPBAR1	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	59	684	100	5040	0	0.012324	17.116	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GPC2	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	107	702	49	5019	0	0.01254	17.179	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
GPC3	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	107	770	49	5019	0	0.01356	19.925	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1	0	1	1	0	1	3	0
GPNMB	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	60	897	102	5040	0	0.015529	23.431	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
GPRC5D	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	111	814	51	5040	0	0.014246	21.051	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GRM4	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	107	690	49	5040	0	0.012367	16.472	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
GUCY2C	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	111	882	51	5040	0	0.015266	20.824	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
GYPA	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	107	792	49	5019	0	0.01389	19.445	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
HCK	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	107	982	49	5040	0	0.016747	28.021	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1	0	1	0	0	1	2	0
HDAC6	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	109	1020	50	5019	0	0.01732	23.665	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
HMGB1	claude-sonnet-4-6	naive	contextual	cell_state_induced	medium	3	1.0	111	1216	51	5019	0	0.02027	29.038	P09429	HGNC:4983	3146	ENSG00000189403	contextual	induced_borderline	1	0	1	0	0	0	1	1
HNRNPK	claude-sonnet-4-6	naive	no	nuclear	high	3	1.0	113	975	52	5019	0	0.016665	24.075	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1	0	0	0	1	0	1	0
HRH2	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	59	754	100	5040	0	0.013374	18.804	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
HSPA1A	claude-sonnet-4-6	naive	contextual	cell_state_induced	high	3	1.0	162	1045	1694	3346	0	0.023517	27.46	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1	0	0	0	0	0	0	0
HSPA5	claude-sonnet-4-6	naive	contextual	cell_state_induced	high	3	1.0	109	933	1744	3346	0	0.021866	24.013	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1	1	0	0	0	0	1	1
HSPD1	claude-sonnet-4-6	naive	contextual	cell_state_induced	medium	3	1.0	111	1123	51	5019	0	0.018875	28.319	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1	0	1	0	0	0	1	0
HTR2C	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	59	728	100	5040	0	0.012984	17.912	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
IGF1	claude-sonnet-4-6	naive	no	secreted_only	high	3	1.0	107	1386	49	5019	0	0.0228	30.001	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1	0	1	0	0	0	1	0
IKBKB	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	111	984	51	5019	0	0.01679	22.126	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
IL6	claude-sonnet-4-6	naive	no	secreted_only	high	3	1.0	105	1425	48	5019	0	0.023376	30.095	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1	0	1	0	0	0	1	0
ITPR1	claude-sonnet-4-6	naive	no	endomembrane_resident	high	3	1.0	109	1042	1723	3346	0	0.023422	23.936	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1	0	0	0	1	0	1	0
ITPR3	claude-sonnet-4-6	naive	no	endomembrane_resident	high	3	1.0	109	938	1723	3346	0	0.021862	21.763	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1	1	0	0	1	0	2	0
IZUMO1	claude-sonnet-4-6	naive	contextual	tissue_restricted_surface	high	3	1.0	111	1025	51	5019	0	0.017405	27.599	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1	1	0	1	0	0	2	0
IZUMO4	claude-sonnet-4-6	naive	no	secreted_only	medium	3	1.0	111	983	51	5019	0	0.016775	23.603	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	no	induced_borderline	1	0	0	0	0	0	0	1
JAK1	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	107	1021	49	5019	0	0.017325	21.664	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK2	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	107	1092	49	5019	0	0.01839	25.024	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
JAK3	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	107	1073	49	5019	0	0.018105	26.067	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1	0	1	0	0	1	2	0
KLK2	claude-sonnet-4-6	naive	contextual	stable_surface_attachment	medium	3	1.0	159	2389	0	5040	0	0.037824	50.068	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1	0	0	0	0	0	0	1
KRAS	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	107	1070	49	5040	0	0.018067	28.471	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1	0	1	0	0	0	1	0
LAMP1	claude-sonnet-4-6	naive	contextual	lysosomal_exocytosis	high	3	1.0	107	984	49	5040	0	0.016777	23.335	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1	0	0	1	1	0	2	0
LAMP2	claude-sonnet-4-6	naive	contextual	lysosomal_exocytosis	high	3	1.0	107	993	49	5019	0	0.016905	23.661	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1	0	0	1	1	1	3	0
LAMP3	claude-sonnet-4-6	naive	contextual	lysosomal_exocytosis	medium	3	1.0	107	1093	49	5019	0	0.018405	26.005	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
LGR5	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	109	837	50	5040	0	0.014581	21.011	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
LRRC32	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	111	853	51	5019	0	0.014825	21.507	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
LRRK2	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	111	1189	51	5019	0	0.019865	26.824	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
LY6K	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	109	808	50	5019	0	0.01414	19.122	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1	0	0	1	1	0	2	0
LYN	claude-sonnet-4-6	naive	no	inner_leaflet_anchored	high	3	1.0	156	1018	0	5040	0	0.01725	23.989	P07948	HGNC:6735	4067	ENSG00000254087	no	wrong_side_borderline	1	0	1	0	0	1	2	1
LYPD1	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	111	719	51	5019	0	0.012815	17.739	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1	0	0	1	0	1	2	0
LYPD3	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	111	773	51	5019	0	0.013625	19.606	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1	0	0	1	1	0	2	0
MAP2K1	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	109	993	50	5019	0	0.016915	21.546	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
MAP2K2	claude-sonnet-4-6	naive	no	cytoplasmic	high	3	1.0	109	1354	50	5019	0	0.02233	32.048	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1	0	1	0	0	0	1	0
MC1R	claude-sonnet-4-6	naive	yes	multipass_with_exposed_loops	high	3	1.0	58	869	98	5040	0	0.015088	20.439	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
MSLN	claude-sonnet-4-6	naive	yes	gpi_anchored	high	3	1.0	107	861	49	5019	0	0.014925	21.996	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1	0	1	1	1	1	4	0
MUC1	claude-sonnet-4-6	naive	yes	classical_surface_receptor	high	3	1.0	159	966	5040	0	0	0.033867	22.884	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1	1	1	1	0	1	4	0
