gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match
DSG4	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	254	0	0	0	0.009048	5.522087584016845	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1
EFNA4	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1747	214	0	0	0	0.008451	4.948547124979086	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1
EPCAM	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	277	0	0	0	0.009396	6.566915167029947	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1
EPHB4	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	282	0	0	0	0.009471	6.296019666013308	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1
EREG	claude-sonnet-4-6	naive	1	contextual	dual_localization	high	1746	340	0	0	0	0.010338	7.501778459001798	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1
F2	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	medium	1745	377	0	0	0	0.01089	8.423368707997724	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	0
FLT3	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	270	0	0	0	0.009291	5.871916666976176	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1
FN1	claude-sonnet-4-6	naive	1	contextual	stable_surface_attachment	medium	1746	421	0	0	0	0.011553	9.951768458995502	P02751	HGNC:3778	2335	ENSG00000115414	no	secreted_negative	0
FOLH1	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	294	0	0	0	0.009651	6.2942885420052335	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1
FOLR1	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1747	265	0	0	0	0.009216	6.319749500020407	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1
FZD10	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	283	0	0	0	0.009486	6.347413834009785	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1
FZD7	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	272	0	0	0	0.009321	5.537865334015805	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1
GALNT1	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	336	0	0	0	0.010281	6.486919332994148	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1
GCGR	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	227	0	0	0	0.008646	5.816359458025545	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1
GFRA1	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1748	233	0	0	0	0.008739	6.647853708011098	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1
GIPR	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1746	248	0	0	0	0.008958	6.041480708983727	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1
GNAQ	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	339	0	0	0	0.010323	7.469389042002149	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1
GNB1	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1747	350	0	0	0	0.010491	6.595100875012577	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1
GPBAR1	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	222	0	0	0	0.008571	5.642058541998267	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1
GPC2	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1746	287	0	0	0	0.009543	5.964027167006861	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1
GPC3	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1746	266	0	0	0	0.009228	6.161177374946419	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1
GPNMB	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1748	363	0	0	0	0.010689	8.555060749989934	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1
GPRC5D	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1748	225	0	0	0	0.008619	5.144063957966864	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1
GRM4	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1746	268	0	0	0	0.009258	5.81833291600924	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1
GUCY2C	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1748	303	0	0	0	0.009789	7.205872874998022	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1
GYPA	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	213	0	0	0	0.008433	5.14511995803332	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1
HCK	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	348	0	0	0	0.010458	9.962732333980966	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1
HDAC6	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1747	353	0	0	0	0.010536	7.6925221249694005	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1
HMGB1	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	high	1748	338	0	0	0	0.010314	8.387308709032368	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0
HNRNPK	claude-sonnet-4-6	naive	1	no	nuclear	high	1749	340	0	0	0	0.010347	6.873734374996275	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1
HRH2	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	253	0	0	0	0.009036	5.591377792006824	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1
HSPA1A	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	high	1748	308	0	0	0	0.009864	7.1890854589873925	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1
HSPA5	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	high	1747	279	0	0	0	0.009426	8.095583542017266	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1
HSPD1	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	medium	1748	359	0	0	0	0.010629	8.710271666990593	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1
HTR2C	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	274	0	0	0	0.009351	5.6799904580111615	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1
IGF1	claude-sonnet-4-6	naive	1	no	secreted_only	high	1746	399	0	0	0	0.011223	8.942940999986604	P05019	HGNC:5464	3479	ENSG00000017427	no	secreted_negative	1
IKBKB	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1748	307	0	0	0	0.009849	6.3523362500127405	O14920	HGNC:5960	3551	ENSG00000104365	no	approved_drug_intracellular_negative	1
IL6	claude-sonnet-4-6	naive	1	no	secreted_only	high	1745	359	0	0	0	0.01062	7.815840625029523	P05231	HGNC:6018	3569	ENSG00000136244	no	secreted_negative	1
ITPR1	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	331	0	0	0	0.010206	6.759865958010778	Q14643	HGNC:6180	3708	ENSG00000150995	no	wrong_compartment_negative	1
ITPR3	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	339	0	0	0	0.010326	7.158002917014528	Q14573	HGNC:6182	3710	ENSG00000096433	no	wrong_compartment_negative	1
IZUMO1	claude-sonnet-4-6	naive	1	contextual	cell_state_induced	high	1748	368	0	0	0	0.010764	8.495285500015598	Q8IYV9	HGNC:28539	284359	ENSG00000182264	contextual	induced_borderline	1
IZUMO4	claude-sonnet-4-6	naive	1	no	secreted_only	low	1748	354	0	0	0	0.010554	7.478945041017141	Q1ZYL8	HGNC:26950	113177	ENSG00000099840	contextual	induced_borderline	0
JAK1	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	379	0	0	0	0.010923	7.867705499986187	P23458	HGNC:6190	3716	ENSG00000162434	no	approved_drug_intracellular_negative	1
JAK2	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	376	0	0	0	0.010878	7.12822466599755	O60674	HGNC:6192	3717	ENSG00000096968	no	approved_drug_intracellular_negative	1
JAK3	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	358	0	0	0	0.010608	6.7820036669727415	P52333	HGNC:6193	3718	ENSG00000105639	no	approved_drug_intracellular_negative	1
KLK2	claude-sonnet-4-6	naive	1	yes	dual_localization	medium	1747	394	0	0	0	0.011151	9.44638037495315	P20151	HGNC:6363	3817	ENSG00000167751	contextual	disagreement_rich_positive	1
KRAS	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	349	0	0	0	0.010473	7.0902660000137985	P01116	HGNC:6407	3845	ENSG00000133703	no	wrong_side_negative	1
LAMP1	claude-sonnet-4-6	naive	1	contextual	lysosomal_exocytosis	high	1746	318	0	0	0	0.010008	6.919886625022627	P11279	HGNC:6499	3916	ENSG00000185896	contextual	induced_borderline	1
LAMP2	claude-sonnet-4-6	naive	1	contextual	lysosomal_exocytosis	high	1746	332	0	0	0	0.010218	7.137218124989886	P13473	HGNC:6501	3920	ENSG00000005893	contextual	induced_borderline	1
LAMP3	claude-sonnet-4-6	naive	1	contextual	lysosomal_exocytosis	medium	1746	392	0	0	0	0.011118	8.91475595801603	Q9UQV4	HGNC:14582	27074	ENSG00000078081	contextual	lysosomal_exocytosis_borderline	1
LGR5	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	276	0	0	0	0.009381	6.113233334035613	O75473	HGNC:4504	8549	ENSG00000139292	yes	disagreement_rich_positive	1
LRRC32	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1748	272	0	0	0	0.009324	9.39112354198005	Q14392	HGNC:4161	2615	ENSG00000137507	yes	disagreement_rich_positive	1
LRRK2	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1748	384	0	0	0	0.011004	10.20737358299084	Q5S007	HGNC:18618	120892	ENSG00000188906	no	approved_drug_intracellular_negative	1
LY6K	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1747	235	0	0	0	0.008766	5.266258416988421	Q17RY6	HGNC:24225	54742	ENSG00000160886	contextual	gpi_anchored_positive	1
LYN	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	350	0	0	0	0.010488	7.5022294580121525	P07948	HGNC:6735	4067	ENSG00000254087	contextual	wrong_side_borderline	0
LYPD1	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1748	235	0	0	0	0.008769	5.4423211249522865	Q8N2G4	HGNC:28431	116372	ENSG00000150551	yes	gpi_anchored_positive	1
LYPD3	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1748	258	0	0	0	0.009114	6.815131542040035	O95274	HGNC:24880	27076	ENSG00000124466	yes	gpi_anchored_positive	1
MAP2K1	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1747	310	0	0	0	0.009891	5.9952373750275	Q02750	HGNC:6840	5604	ENSG00000169032	no	approved_drug_intracellular_negative	1
MAP2K2	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1747	328	0	0	0	0.010161	7.579022041987628	P36507	HGNC:6842	5605	ENSG00000126934	no	approved_drug_intracellular_negative	1
MC1R	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1746	264	0	0	0	0.009198	7.864345583016984	Q01726	HGNC:6929	4157	ENSG00000258839	yes	gpcr_extracellular_pocket	1
MSLN	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1746	309	0	0	0	0.009873	6.729797250009142	Q13421	HGNC:7371	10232	ENSG00000102854	yes	gpi_anchored_positive	1
MUC1	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	316	0	0	0	0.009981	7.0675652920035645	P15941	HGNC:7508	4582	ENSG00000185499	yes	disagreement_rich_positive	1
MUC16	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	311	0	0	0	0.009906	6.983183792035561	Q8WXI7	HGNC:15582	94025	ENSG00000181143	yes	disagreement_rich_positive	1
NECTIN4	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	250	0	0	0	0.008991	7.4978251659777015	Q96NY8	HGNC:19688	81607	ENSG00000143217	yes	validated_positive	1
NPY5R	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	221	0	0	0	0.008556	5.4924350419896655	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1
NRAS	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	331	0	0	0	0.010203	6.262727916997392	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	1
NRROS	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1747	243	0	0	0	0.008886	5.35403170803329	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1
NUP210	claude-sonnet-4-6	naive	1	no	nuclear_envelope	high	1747	294	0	0	0	0.009651	6.324351499963086	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1
OR1A1	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	medium	1747	391	0	0	0	0.011106	8.579939207993448	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1
PMEL	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	289	0	0	0	0.009573	6.4737727920291945	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1
PRAME	claude-sonnet-4-6	naive	1	no	pmhc_only_intracellular	high	1746	328	0	0	0	0.010158	7.745977665996179	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	1
PRNP	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1747	238	0	0	0	0.008811	8.091955665964633	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1
PSCA	claude-sonnet-4-6	naive	1	yes	gpi_anchored	high	1746	239	0	0	0	0.008823	5.251464249973651	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1
PTK7	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	269	0	0	0	0.009273	6.428481292037759	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1
RAC1	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	346	0	0	0	0.010428	6.751045792014338	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	1
RHOA	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1746	318	0	0	0	0.010008	6.091757832968142	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1
ROR1	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	253	0	0	0	0.009033	6.057350417017005	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1
ROR2	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	258	0	0	0	0.009108	5.919421667000279	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1
ROS1	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	249	0	0	0	0.008973	7.279853625048418	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1
RPN1	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1746	305	0	0	0	0.009813	6.1143322919961065	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1
RPN2	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1746	337	0	0	0	0.010293	7.078962165978737	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1
SCAP	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1746	318	0	0	0	0.010008	7.006065666966606	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1
SCARB2	claude-sonnet-4-6	naive	1	contextual	lysosomal_exocytosis	high	1747	302	0	0	0	0.009771	7.222589124983642	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1
SEC61G	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1746	306	0	0	0	0.009828	6.482526500010863	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1
SEZ6	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	314	0	0	0	0.009948	8.100650832988322	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1
SLC34A2	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1748	272	0	0	0	0.009324	6.330089541967027	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1
SRC	claude-sonnet-4-6	naive	1	no	inner_leaflet_anchored	high	1745	308	0	0	0	0.009855	6.184369208989665	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	0
SSTR2	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	301	0	0	0	0.009756	6.685739999986254	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1
STEAP1	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	263	0	0	0	0.009186	5.793496583006345	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1
STEAP2	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1747	259	0	0	0	0.009126	5.790093499992508	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1
STIM1	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	349	0	0	0	0.010476	7.067296667024493	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	0
SUN1	claude-sonnet-4-6	naive	1	no	nuclear_envelope	high	1746	286	0	0	0	0.009528	6.607552541943733	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1
SUN2	claude-sonnet-4-6	naive	1	no	nuclear_envelope	high	1746	303	0	0	0	0.009783	6.724651750002522	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1
SYK	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1746	359	0	0	0	0.010623	7.832537583017256	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1
SYNE1	claude-sonnet-4-6	naive	1	no	nuclear_envelope	high	1747	332	0	0	0	0.010221	7.036139790958259	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1
SYNE2	claude-sonnet-4-6	naive	1	no	nuclear_envelope	high	1747	345	0	0	0	0.010416	6.805344875028823	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1
TACSTD2	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1748	261	0	0	0	0.009159	7.429477916972246	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1
TF	claude-sonnet-4-6	naive	1	no	secreted_only	high	1745	679	0	0	0	0.01542	11.383073917008005	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1
TFRC	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	high	1746	256	0	0	0	0.009078	5.661693000001833	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1
TGFB1	claude-sonnet-4-6	naive	1	contextual	stable_surface_attachment	medium	1749	466	0	0	0	0.012237	11.307496374996845	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1
TGOLN2	claude-sonnet-4-6	naive	1	no	endomembrane_resident	medium	1748	406	0	0	0	0.011334	8.91206991695799	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	0
TM4SF1	claude-sonnet-4-6	naive	1	yes	multipass_with_exposed_loops	high	1748	242	0	0	0	0.008874	6.597783332981635	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1
TMED10	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	326	0	0	0	0.010131	6.9042195419897325	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	0
TMED9	claude-sonnet-4-6	naive	1	no	endomembrane_resident	high	1747	305	0	0	0	0.009816	6.785099749977235	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1
TYK2	claude-sonnet-4-6	naive	1	no	cytoplasmic	high	1747	344	0	0	0	0.010401	7.342111082980409	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1
TYRP1	claude-sonnet-4-6	naive	1	yes	classical_surface_receptor	medium	1747	299	0	0	0	0.009726	7.5980997500009835	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1
VDAC1	claude-sonnet-4-6	naive	1	no	mitochondrial_internal	medium	1748	402	0	0	0	0.011274	9.304291208041832	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	0
VEGFA	claude-sonnet-4-6	naive	1	no	secreted_only	high	1746	363	0	0	0	0.010683	7.331797833030578	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	1
ZP3	claude-sonnet-4-6	naive	1	contextual	tissue_restricted_surface	medium	1746	375	0	0	0	0.010863	8.452713083010167	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1
A2M	claude-sonnet-4-6	ncbi	1	no	secreted_only	high	2082	337	0	0	0	0.011301	7.427344916970469	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1
ABCB9	claude-sonnet-4-6	ncbi	1	no	endomembrane_resident	medium	2069	355	0	0	0	0.011532	8.931951417005621	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1
ADORA3	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	2052	263	0	0	0	0.010101	7.127151291002519	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1
AKT2	claude-sonnet-4-6	ncbi	1	no	inner_leaflet_anchored	high	2100	355	0	0	0	0.011625	7.156109542003833	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1
ALPG	claude-sonnet-4-6	ncbi	1	contextual	tissue_restricted_surface	high	2013	275	0	0	0	0.010164	11.615048584004398	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1
AMHR2	claude-sonnet-4-6	ncbi	1	yes	classical_surface_receptor	high	2054	275	0	0	0	0.010287	6.506401667022146	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1
APOB	claude-sonnet-4-6	ncbi	1	no	secreted_only	high	2095	349	0	0	0	0.01152	8.755564792023506	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	1
APPL1	claude-sonnet-4-6	ncbi	1	no	cytoplasmic	high	2071	311	0	0	0	0.010878	7.023790375038516	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1
ATG9A	claude-sonnet-4-6	ncbi	1	no	endomembrane_resident	high	1982	293	0	0	0	0.010341	7.058881416975055	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	1
ATP5F1B	claude-sonnet-4-6	ncbi	1	contextual	dual_localization	medium	2119	351	0	0	0	0.011622	9.072857791965362	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	1
AVPR1A	claude-sonnet-4-6	ncbi	1	yes	multipass_with_exposed_loops	high	2042	281	0	0	0	0.010341	7.073331249994226	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1
B2M	claude-sonnet-4-6	ncbi	1	yes	stable_complex_partner	high	2036	323	0	0	0	0.010953	6.7987882499583066	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1
B4GALT1	claude-sonnet-4-6	ncbi	1	contextual	dual_localization	medium	2123	375	0	0	0	0.011994	9.800594832981005	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1
