gene_symbol	hgnc_id	uniprot_acc	prior_reason
MYCL	HGNC:7555	P12524	nuclear
MYCN	HGNC:7559	P04198	nuclear
MYCT1	HGNC:23172	Q8N699	nuclear
MYEF2	HGNC:17940	Q9P2K5	nuclear
MYEOV	HGNC:7563	Q96EZ4	cytoplasmic
MYF5	HGNC:7565	P13349	nuclear
MYF6	HGNC:7566	P23409	nuclear
MYG1	HGNC:17590	Q9HB07	nuclear
MYH1	HGNC:7567	P12882	cytoplasmic
MYH13	HGNC:7571	Q9UKX3	cytoplasmic
MYH14	HGNC:23212	Q7Z406	cytoplasmic
MYH15	HGNC:31073	Q9Y2K3	cytoplasmic
MYH16	HGNC:31038	Q9H6N6	cytoplasmic
MYH2	HGNC:7572	Q9UKX2	cytoplasmic
MYH3	HGNC:7573	P11055	cytoplasmic
MYH4	HGNC:7574	Q9Y623	cytoplasmic
MYH6	HGNC:7576	P13533	cytoplasmic
MYH7	HGNC:7577	P12883	cytoplasmic
MYH7B	HGNC:15906	A7E2Y1	cytoplasmic
MYH8	HGNC:7578	P13535	cytoplasmic
MYL1	HGNC:7582	P05976	cytoplasmic
MYL10	HGNC:29825	Q9BUA6	cytoplasmic
MYL11	HGNC:29824	Q96A32	cytoplasmic
MYL12A	HGNC:16701	P19105	cytoplasmic
MYL12B	HGNC:29827	O14950	cytoplasmic
MYL2	HGNC:7583	P10916	cytoplasmic
MYL3	HGNC:7584	P08590	cytoplasmic
MYL5	HGNC:7586	Q02045	cytoplasmic
MYL6	HGNC:7587	P60660	cytoplasmic
MYL6B	HGNC:29823	P14649	cytoplasmic
MYL7	HGNC:21719	Q01449	cytoplasmic
MYL9	HGNC:15754	P24844	cytoplasmic
MYLIP	HGNC:21155	Q8WY64	cytoplasmic
MYLK2	HGNC:16243	Q9H1R3	cytoplasmic
MYLK3	HGNC:29826	Q32MK0	cytoplasmic
MYLK4	HGNC:27972	Q86YV6	cytoplasmic
MYNN	HGNC:14955	Q9NPC7	nuclear
MYO15A	HGNC:7594	Q9UKN7	cytoplasmic
MYO15B	HGNC:14083	Q96JP2	cytoplasmic
MYO16	HGNC:29822	Q9Y6X6	cytoplasmic
MYO18B	HGNC:18150	Q8IUG5	cytoplasmic
MYO19	HGNC:26234	Q96H55	cytoplasmic
MYO3B	HGNC:15576	Q8WXR4	cytoplasmic
MYO5A	HGNC:7602	Q9Y4I1	cytoplasmic
MYO5C	HGNC:7604	Q9NQX4	cytoplasmic
MYO6	HGNC:7605	Q9UM54	cytoplasmic
MYO7A	HGNC:7606	Q13402	cytoplasmic
MYO7B	HGNC:7607	Q6PIF6	cytoplasmic
MYO9B	HGNC:7609	Q13459	cytoplasmic
MYOCD	HGNC:16067	Q8IZQ8	nuclear
MYOCOS	HGNC:53429	A0A1B0GUC4	cytoplasmic
MYOD1	HGNC:7611	P15172	nuclear
MYOG	HGNC:7612	P15173	nuclear
MYOM1	HGNC:7613	P52179	cytoplasmic
MYOM2	HGNC:7614	P54296	cytoplasmic
MYOM3	HGNC:26679	Q5VTT5	cytoplasmic
MYOT	HGNC:12399	Q9UBF9	cytoplasmic
MYOZ1	HGNC:13752	Q9NP98	cytoplasmic
MYOZ2	HGNC:1330	Q9NPC6	cytoplasmic
MYOZ3	HGNC:18565	Q8TDC0	cytoplasmic
MYPN	HGNC:23246	Q86TC9	cytoplasmic
MYPOP	HGNC:20178	Q86VE0	nuclear
MYRF	HGNC:1181	Q9Y2G1	nuclear
MYRIP	HGNC:19156	Q8NFW9	cytoplasmic
MYSM1	HGNC:29401	Q5VVJ2	nuclear
MYT1	HGNC:7622	Q01538	nuclear
MYT1L	HGNC:7623	Q9UL68	nuclear
MZF1	HGNC:13108	P28698	nuclear
MZT1	HGNC:33830	Q08AG7	cytoplasmic
MZT2A	HGNC:33187	Q6P582	cytoplasmic
MZT2B	HGNC:25886	Q6NZ67	cytoplasmic
N4BP1	HGNC:29850	O75113	cytoplasmic
N4BP2L1	HGNC:25037	Q5TBK1	cytoplasmic
N4BP2L2	HGNC:26916	Q92802	nuclear
N4BP3	HGNC:29852	O15049	cytoplasmic
NAA10	HGNC:18704	P41227	cytoplasmic
NAA11	HGNC:28125	Q9BSU3	cytoplasmic
NAA15	HGNC:30782	Q9BXJ9	cytoplasmic
NAA16	HGNC:26164	Q6N069	cytoplasmic
NAA20	HGNC:15908	P61599	cytoplasmic
NAA25	HGNC:25783	Q14CX7	cytoplasmic
NAA30	HGNC:19844	Q147X3	cytoplasmic
NAA35	HGNC:24340	Q5VZE5	cytoplasmic
NAA38	HGNC:28212	Q9BRA0	cytoplasmic
NAA40	HGNC:25845	Q86UY6	nuclear
NAA50	HGNC:29533	Q9GZZ1	cytoplasmic
NAA80	HGNC:30252	Q93015	cytoplasmic
NAB2	HGNC:7627	Q15742	nuclear
NABP1	HGNC:26232	Q96AH0	nuclear
NABP2	HGNC:28412	Q9BQ15	nuclear
NACA	HGNC:7629	Q13765	cytoplasmic
NACA2	HGNC:23290	Q9H009	cytoplasmic
NACAD	HGNC:22196	O15069	cytoplasmic
NACC1	HGNC:20967	Q96RE7	nuclear
NACC2	HGNC:23846	Q96BF6	nuclear
NADK	HGNC:29831	O95544	cytoplasmic
NADK2	HGNC:26404	Q4G0N4	mitochondrial_internal
NADSYN1	HGNC:29832	Q6IA69	cytoplasmic
NAE1	HGNC:621	Q13564	cytoplasmic
NAF1	HGNC:25126	Q96HR8	nuclear
NAGK	HGNC:17174	Q9UJ70	cytoplasmic
NAGS	HGNC:17996	Q8N159	mitochondrial_internal
NANOG	HGNC:20857	Q9H9S0	nuclear
NANOGNB	HGNC:24958	Q7Z5D8	nuclear
NANOGP8	HGNC:23106	Q6NSW7	nuclear
NANOS1	HGNC:23044	Q8WY41	cytoplasmic
NANOS2	HGNC:23292	P60321	cytoplasmic
NANOS3	HGNC:22048	P60323	cytoplasmic
NANP	HGNC:16140	Q8TBE9	cytoplasmic
NANS	HGNC:19237	Q9NR45	cytoplasmic
NAP1L1	HGNC:7637	P55209	nuclear
NAP1L3	HGNC:7639	Q99457	cytoplasmic
NAP1L4	HGNC:7640	Q99733	cytoplasmic
NAP1L5	HGNC:19968	Q96NT1	cytoplasmic
NAPA	HGNC:7641	P54920	cytoplasmic
NAPB	HGNC:15751	Q9H115	cytoplasmic
NARF	HGNC:29916	Q9UHQ1	nuclear
NARS1	HGNC:7643	O43776	cytoplasmic
NARS2	HGNC:26274	Q96I59	mitochondrial_internal
NASP	HGNC:7644	P49321	nuclear
NAT1	HGNC:7645	P18440	cytoplasmic
NAT10	HGNC:29830	Q9H0A0	nuclear
NAT14	HGNC:28918	Q8WUY8	nuclear
NAT16	HGNC:22030	Q8N8M0	cytoplasmic
NAT2	HGNC:7646	P11245	cytoplasmic
NAT9	HGNC:23133	Q9BTE0	cytoplasmic
NATD1	HGNC:30770	Q8N6N6	cytoplasmic
NAV1	HGNC:15989	Q8NEY1	cytoplasmic
NAV2	HGNC:15997	Q8IVL1	cytoplasmic
NAV3	HGNC:15998	Q8IVL0	cytoplasmic
NAXD	HGNC:25576	Q8IW45	mitochondrial_internal
NBDY	HGNC:50713	A0A0U1RRE5	cytoplasmic
NBEA	HGNC:7648	Q8NFP9	cytoplasmic
NBEAL1	HGNC:20681	Q6ZS30	cytoplasmic
NBEAL2	HGNC:31928	Q6ZNJ1	cytoplasmic
NBN	HGNC:7652	O60934	nuclear
NBPF1	HGNC:26088	Q3BBV0	cytoplasmic
NBPF10	HGNC:31992	Q6P3W6	cytoplasmic
NBPF11	HGNC:31993	Q86T75	cytoplasmic
NBPF12	HGNC:24297	Q5TAG4	cytoplasmic
NBPF14	HGNC:25232	Q5TI25	cytoplasmic
NBPF15	HGNC:28791	Q8N660	cytoplasmic
NBPF19	HGNC:31999	A0A087WUL8	cytoplasmic
NBPF20	HGNC:32000	P0DPF2	cytoplasmic
NBPF26	HGNC:49571	B4DH59	cytoplasmic
NBPF3	HGNC:25076	Q9H094	cytoplasmic
NBPF4	HGNC:26550	Q96M43	cytoplasmic
NBPF6	HGNC:31988	Q5VWK0	cytoplasmic
NBPF8	HGNC:31990	Q3BBV2	cytoplasmic
NBPF9	HGNC:31991	P0DPF3	cytoplasmic
NBR1	HGNC:6746	Q14596	cytoplasmic
NCALD	HGNC:7655	P61601	cytoplasmic
NCAPD2	HGNC:24305	Q15021	nuclear
NCAPD3	HGNC:28952	P42695	nuclear
NCAPG	HGNC:24304	Q9BPX3	nuclear
NCAPG2	HGNC:21904	Q86XI2	nuclear
NCAPH	HGNC:1112	Q15003	nuclear
NCAPH2	HGNC:25071	Q6IBW4	nuclear
NCBP1	HGNC:7658	Q09161	nuclear
NCBP2	HGNC:7659	P52298	nuclear
NCBP2AS2	HGNC:25121	Q69YL0	mitochondrial_internal
NCBP2L	HGNC:31795	A6PVI3	nuclear
NCBP3	HGNC:24612	Q53F19	cytoplasmic
NCCRP1	HGNC:33739	Q6ZVX7	cytoplasmic
NCDN	HGNC:17597	Q9UBB6	cytoplasmic
NCK1	HGNC:7664	P16333	cytoplasmic
NCK2	HGNC:7665	O43639	cytoplasmic
NCKAP1	HGNC:7666	Q9Y2A7	cytoplasmic
NCKAP5L	HGNC:29321	Q9HCH0	cytoplasmic
NCKIPSD	HGNC:15486	Q9NZQ3	cytoplasmic
NCOA2	HGNC:7669	Q15596	nuclear
NCOA3	HGNC:7670	Q9Y6Q9	nuclear
NCOA4	HGNC:7671	Q13772	cytoplasmic
NCOA5	HGNC:15909	Q9HCD5	nuclear
NCOA6	HGNC:15936	Q14686	nuclear
NCOA7	HGNC:21081	Q8NI08	nuclear
NCOR1	HGNC:7672	O75376	nuclear
NCOR2	HGNC:7673	Q9Y618	nuclear
ND1	HGNC:7455		mitochondrial_internal
ND2	HGNC:7456		mitochondrial_internal
ND3	HGNC:7458		mitochondrial_internal
ND4	HGNC:7459		mitochondrial_internal
ND4L	HGNC:7460		mitochondrial_internal
ND5	HGNC:7461		mitochondrial_internal
ND6	HGNC:7462		mitochondrial_internal
NDC80	HGNC:16909	O14777	cytoplasmic
NDE1	HGNC:17619	Q9NXR1	cytoplasmic
NDEL1	HGNC:17620	Q9GZM8	cytoplasmic
NDN	HGNC:7675	Q99608	nuclear
NDOR1	HGNC:29838	Q9UHB4	cytoplasmic
NDRG1	HGNC:7679	Q92597	cytoplasmic
NDRG2	HGNC:14460	Q9UN36	cytoplasmic
NDRG3	HGNC:14462	Q9UGV2	cytoplasmic
NDUFA1	HGNC:7683	O15239	mitochondrial_internal
NDUFA10	HGNC:7684	O95299	mitochondrial_internal
NDUFA11	HGNC:20371	Q86Y39	mitochondrial_internal
NDUFA12	HGNC:23987	Q9UI09	mitochondrial_internal
NDUFA13	HGNC:17194	Q9P0J0	mitochondrial_internal
NDUFA2	HGNC:7685	O43678	mitochondrial_internal
NDUFA3	HGNC:7686	O95167	mitochondrial_internal
NDUFA5	HGNC:7688	Q16718	mitochondrial_internal
NDUFA6	HGNC:7690	P56556	mitochondrial_internal
NDUFA7	HGNC:7691	O95182	mitochondrial_internal
NDUFA8	HGNC:7692	P51970	mitochondrial_internal
NDUFA9	HGNC:7693	Q16795	mitochondrial_internal
NDUFAB1	HGNC:7694	O14561	mitochondrial_internal
NDUFAF1	HGNC:18828	Q9Y375	mitochondrial_internal
NDUFAF2	HGNC:28086	Q8N183	mitochondrial_internal
NDUFAF3	HGNC:29918	Q9BU61	mitochondrial_internal
NDUFAF4	HGNC:21034	Q9P032	mitochondrial_internal
NDUFAF5	HGNC:15899	Q5TEU4	mitochondrial_internal
NDUFAF6	HGNC:28625	Q330K2	mitochondrial_internal
NDUFAF7	HGNC:28816	Q7L592	mitochondrial_internal
NDUFAF8	HGNC:33551	A1L188	mitochondrial_internal
NDUFB1	HGNC:7695	O75438	mitochondrial_internal
NDUFB10	HGNC:7696	O96000	mitochondrial_internal
NDUFB11	HGNC:20372	Q9NX14	mitochondrial_internal
NDUFB2	HGNC:7697	O95178	mitochondrial_internal
NDUFB3	HGNC:7698	O43676	mitochondrial_internal
NDUFB4	HGNC:7699	O95168	mitochondrial_internal
NDUFB5	HGNC:7700	O43674	mitochondrial_internal
NDUFB6	HGNC:7701	O95139	mitochondrial_internal
NDUFB7	HGNC:7702	P17568	mitochondrial_internal
NDUFB8	HGNC:7703	O95169	mitochondrial_internal
NDUFB9	HGNC:7704	Q9Y6M9	mitochondrial_internal
NDUFC1	HGNC:7705	O43677	mitochondrial_internal
NDUFC2	HGNC:7706	O95298	mitochondrial_internal
NDUFC2-KCTD14	HGNC:42956	E9PQ53	mitochondrial_internal
NDUFS1	HGNC:7707	P28331	mitochondrial_internal
NDUFS2	HGNC:7708	O75306	mitochondrial_internal
NDUFS3	HGNC:7710	O75489	mitochondrial_internal
NDUFS4	HGNC:7711	O43181	mitochondrial_internal
NDUFS5	HGNC:7712	O43920	mitochondrial_internal
NDUFS6	HGNC:7713	O75380	mitochondrial_internal
NDUFS7	HGNC:7714	O75251	mitochondrial_internal
NDUFS8	HGNC:7715	O00217	mitochondrial_internal
NDUFV1	HGNC:7716	P49821	mitochondrial_internal
NDUFV2	HGNC:7717	P19404	mitochondrial_internal
NDUFV3	HGNC:7719	P56181	mitochondrial_internal
NEB	HGNC:7720	P20929	cytoplasmic
NEBL	HGNC:16932	O76041	cytoplasmic
NECAB1	HGNC:20983	Q8N987	cytoplasmic
NECAB2	HGNC:23746	Q7Z6G3	cytoplasmic
NECAP1	HGNC:24539	Q8NC96	cytoplasmic
NECAP2	HGNC:25528	Q9NVZ3	cytoplasmic
NEDD1	HGNC:7723	Q8NHV4	cytoplasmic
NEDD8	HGNC:7732	Q15843	cytoplasmic
NEFH	HGNC:7737	P12036	cytoplasmic
NEFL	HGNC:7739	P07196	cytoplasmic
NEFM	HGNC:7734	P07197	cytoplasmic
NEIL1	HGNC:18448	Q96FI4	nuclear
NEIL2	HGNC:18956	Q969S2	nuclear
NEIL3	HGNC:24573	Q8TAT5	nuclear
NEK1	HGNC:7744	Q96PY6	cytoplasmic
NEK10	HGNC:18592	Q6ZWH5	cytoplasmic
NEK11	HGNC:18593	Q8NG66	nuclear
NEK2	HGNC:7745	P51955	cytoplasmic
NEK4	HGNC:11399	P51957	cytoplasmic
NEK5	HGNC:7748	Q6P3R8	cytoplasmic
NEK6	HGNC:7749	Q9HC98	cytoplasmic
NEK7	HGNC:13386	Q8TDX7	cytoplasmic
NEK8	HGNC:13387	Q86SG6	cytoplasmic
NEK9	HGNC:18591	Q8TD19	cytoplasmic
NELFA	HGNC:12768	Q9H3P2	nuclear
NELFB	HGNC:24324	Q8WX92	nuclear
NELFCD	HGNC:15934	Q8IXH7	nuclear
NELFE	HGNC:13974	P18615	nuclear
NEMF	HGNC:10663	O60524	cytoplasmic
NES	HGNC:7756	P48681	cytoplasmic
NET1	HGNC:14592	Q7Z628	cytoplasmic
NEU2	HGNC:7759	Q9Y3R4	cytoplasmic
NEURL1B	HGNC:35422	A8MQ27	cytoplasmic
NEURL2	HGNC:16156	Q9BR09	cytoplasmic
NEURL3	HGNC:25162	Q96EH8	cytoplasmic
NEURL4	HGNC:34410	Q96JN8	cytoplasmic
NEUROD1	HGNC:7762	Q13562	nuclear
NEUROD2	HGNC:7763	Q15784	nuclear
NEUROD4	HGNC:13802	Q9HD90	nuclear
NEUROD6	HGNC:13804	Q96NK8	nuclear
NEUROG1	HGNC:7764	Q92886	nuclear
NEUROG2	HGNC:13805	Q9H2A3	nuclear
NEUROG3	HGNC:13806	Q9Y4Z2	nuclear
NEXMIF	HGNC:29433	Q5QGS0	nuclear
NFAT5	HGNC:7774	O94916	nuclear
NFATC1	HGNC:7775	O95644	nuclear
NFATC2	HGNC:7776	Q13469	cytoplasmic
NFATC2IP	HGNC:25906	Q8NCF5	nuclear
NFATC3	HGNC:7777	Q12968	nuclear
NFATC4	HGNC:7778	Q14934	nuclear
NFE2	HGNC:7780	Q16621	nuclear
NFE2L1	HGNC:7781	Q14494	nuclear
NFE2L2	HGNC:7782	Q16236	nuclear
NFIA	HGNC:7784	Q12857	nuclear
NFIB	HGNC:7785	O00712	nuclear
NFIC	HGNC:7786	P08651	nuclear
NFIL3	HGNC:7787	Q16649	nuclear
NFILZ	HGNC:52681	A0A5F9ZHS7	nuclear
NFIX	HGNC:7788	Q14938	nuclear
NFKB1	HGNC:7794	P19838	cytoplasmic
NFKB2	HGNC:7795	Q00653	nuclear
NFKBIA	HGNC:7797	P25963	cytoplasmic
NFKBIB	HGNC:7798	Q15653	cytoplasmic
NFKBIE	HGNC:7799	O00221	cytoplasmic
NFKBIL1	HGNC:7800	Q9UBC1	cytoplasmic
NFKBIZ	HGNC:29805	Q9BYH8	nuclear
NFRKB	HGNC:7802	Q6P4R8	nuclear
NFS1	HGNC:15910	Q9Y697	mitochondrial_internal
NFU1	HGNC:16287	Q9UMS0	mitochondrial_internal
NFX1	HGNC:7803	Q12986	nuclear
NFXL1	HGNC:18726	Q6ZNB6	nuclear
NFYA	HGNC:7804	P23511	nuclear
NFYB	HGNC:7805	P25208	nuclear
NFYC	HGNC:7806	Q13952	nuclear
NGB	HGNC:14077	Q9NPG2	cytoplasmic
NGDN	HGNC:20271	Q8NEJ9	cytoplasmic
NGLY1	HGNC:17646	Q96IV0	cytoplasmic
NGRN	HGNC:18077	Q9NPE2	mitochondrial_internal
NHEJ1	HGNC:25737	Q9H9Q4	nuclear
NHLH1	HGNC:7817	Q02575	nuclear
NHLH2	HGNC:7818	Q02577	nuclear
NHLRC1	HGNC:21576	Q6VVB1	cytoplasmic
NHLRC2	HGNC:24731	Q8NBF2	cytoplasmic
NHLRC3	HGNC:33751	Q5JS37	cytoplasmic
NHLRC4	HGNC:26700	P0CG21	cytoplasmic
NHP2	HGNC:14377	Q9NX24	nuclear
NHSL1	HGNC:21021	Q5SYE7	cytoplasmic
NIBAN3	HGNC:24130	Q86XR2	cytoplasmic
NICN1	HGNC:18317	Q9BSH3	nuclear
NICOL1	HGNC:34437	Q5BLP8	cytoplasmic
NIF3L1	HGNC:13390	Q9GZT8	cytoplasmic
NIFK	HGNC:17838	Q9BYG3	nuclear
NIM1K	HGNC:28646	Q8IY84	cytoplasmic
NIN	HGNC:14906	Q8N4C6	cytoplasmic
NINL	HGNC:29163	Q9Y2I6	cytoplasmic
NIP7	HGNC:24328	Q9Y221	nuclear
NIPBL	HGNC:28862	Q6KC79	nuclear
NIPSNAP1	HGNC:7827	Q9BPW8	mitochondrial_internal
NIPSNAP2	HGNC:4179	O75323	mitochondrial_internal
NIPSNAP3A	HGNC:23619	Q9UFN0	mitochondrial_internal
NIPSNAP3B	HGNC:23641	Q9BS92	mitochondrial_internal
NIT1	HGNC:7828	Q86X76	cytoplasmic
NIT2	HGNC:29878	Q9NQR4	cytoplasmic
NKAP	HGNC:29873	Q8N5F7	nuclear
NKAPD1	HGNC:25569	Q6ZUT1	nuclear
NKAPL	HGNC:21584	Q5M9Q1	nuclear
NKD1	HGNC:17045	Q969G9	cytoplasmic
NKIRAS1	HGNC:17899	Q9NYS0	cytoplasmic
NKIRAS2	HGNC:17898	Q9NYR9	cytoplasmic
NKRF	HGNC:19374	O15226	nuclear
NKX1-1	HGNC:24975	Q15270	nuclear
NKX1-2	HGNC:31652	Q9UD57	nuclear
NKX2-1	HGNC:11825	P43699	nuclear
NKX2-2	HGNC:7835	O95096	nuclear
NKX2-3	HGNC:7836	Q8TAU0	nuclear
NKX2-4	HGNC:7837	Q9H2Z4	nuclear
NKX2-5	HGNC:2488	P52952	nuclear
NKX2-6	HGNC:32940	A6NCS4	nuclear
NKX3-1	HGNC:7838	Q99801	nuclear
NKX3-2	HGNC:951	P78367	nuclear
NKX6-1	HGNC:7839	P78426	nuclear
NKX6-2	HGNC:19321	Q9C056	nuclear
NKX6-3	HGNC:26328	A6NJ46	nuclear
NLE1	HGNC:19889	Q9NVX2	nuclear
NLN	HGNC:16058	Q9BYT8	cytoplasmic
NLRC3	HGNC:29889	Q7RTR2	cytoplasmic
NLRC5	HGNC:29933	Q86WI3	cytoplasmic
NLRP1	HGNC:14374	Q9C000	cytoplasmic
NLRP11	HGNC:22945	P59045	cytoplasmic
NLRP12	HGNC:22938	P59046	cytoplasmic
NLRP13	HGNC:22937	Q86W25	cytoplasmic
NLRP14	HGNC:22939	Q86W24	cytoplasmic
NLRP2	HGNC:22948	Q9NX02	cytoplasmic
NLRP2B	HGNC:29887	P0DMW2	cytoplasmic
NLRP3	HGNC:16400	Q96P20	cytoplasmic
NLRP4	HGNC:22943	Q96MN2	cytoplasmic
NLRP5	HGNC:21269	P59047	cytoplasmic
NLRP6	HGNC:22944	P59044	cytoplasmic
NLRP7	HGNC:22947	Q8WX94	cytoplasmic
NLRP8	HGNC:22940	Q86W28	cytoplasmic
NLRP9	HGNC:22941	Q7RTR0	cytoplasmic
NLRX1	HGNC:29890	Q86UT6	mitochondrial_internal
NMD3	HGNC:24250	Q96D46	cytoplasmic
NME2	HGNC:7850	P22392	cytoplasmic
NME3	HGNC:7851	Q13232	mitochondrial_internal
NME4	HGNC:7852	O00746	mitochondrial_internal
NME6	HGNC:20567	O75414	mitochondrial_internal
NME7	HGNC:20461	Q9Y5B8	cytoplasmic
NME8	HGNC:16473	Q8N427	cytoplasmic
NME9	HGNC:21343	Q86XW9	cytoplasmic
NMI	HGNC:7854	Q13287	cytoplasmic
NMNAT1	HGNC:17877	Q9HAN9	nuclear
NMNAT2	HGNC:16789	Q9BZQ4	cytoplasmic
NMNAT3	HGNC:20989	Q96T66	mitochondrial_internal
NMRAL1	HGNC:24987	Q9HBL8	cytoplasmic
NMRK1	HGNC:26057	Q9NWW6	cytoplasmic
NNMT	HGNC:7861	P40261	cytoplasmic
NNT	HGNC:7863	Q13423	mitochondrial_internal
NOA1	HGNC:28473	Q8NC60	mitochondrial_internal
NOB1	HGNC:29540	Q9ULX3	cytoplasmic
NOBOX	HGNC:22448	O60393	nuclear
NOC2L	HGNC:24517	Q9Y3T9	nuclear
NOC3L	HGNC:24034	Q8WTT2	nuclear
NOC4L	HGNC:28461	Q9BVI4	nuclear
NOCT	HGNC:14254	Q9UK39	cytoplasmic
NOL10	HGNC:25862	Q9BSC4	nuclear
NOL11	HGNC:24557	Q9H8H0	nuclear
NOL12	HGNC:28585	Q9UGY1	nuclear
NOL3	HGNC:7869	O60936	cytoplasmic
NOL4	HGNC:7870	O94818	nuclear
NOL4L	HGNC:16106	Q96MY1	nuclear
NOL6	HGNC:19910	Q9H6R4	nuclear
NOL7	HGNC:21040	Q9UMY1	nuclear
NOL8	HGNC:23387	Q76FK4	nuclear
NOL9	HGNC:26265	Q5SY16	nuclear
NOLC1	HGNC:15608	Q14978	nuclear
NOM1	HGNC:13244	Q5C9Z4	nuclear
NONO	HGNC:7871	Q15233	nuclear
NOP10	HGNC:14378	Q9NPE3	nuclear
NOP14	HGNC:16821	P78316	nuclear
NOP16	HGNC:26934	Q9Y3C1	nuclear
NOP2	HGNC:7867	P46087	nuclear
NOP53	HGNC:4333	Q9NZM5	nuclear
NOP56	HGNC:15911	O00567	nuclear
NOP58	HGNC:29926	Q9Y2X3	nuclear
NOP9	HGNC:19826	Q86U38	nuclear
NOPCHAP1	HGNC:28628	Q8N5I9	nuclear
NOS2	HGNC:7873	P35228	cytoplasmic
NOSIP	HGNC:17946	Q9Y314	cytoplasmic
NOTO	HGNC:31839	A8MTQ0	nuclear
NOVA1	HGNC:7886	P51513	nuclear
NOVA2	HGNC:7887	Q9UNW9	nuclear
NPAP1	HGNC:1190	Q9NZP6	nuclear
NPAS1	HGNC:7894	Q99742	nuclear
NPAS2	HGNC:7895	Q99743	nuclear
NPAS3	HGNC:19311	Q8IXF0	nuclear
NPAS4	HGNC:18983	Q8IUM7	nuclear
NPAT	HGNC:7896	Q14207	nuclear
NPEPL1	HGNC:16244	Q8NDH3	nuclear
NPEPPS	HGNC:7900	P55786	cytoplasmic
NPHP1	HGNC:7905	O15259	cytoplasmic
NPHP3	HGNC:7907	Q7Z494	cytoplasmic
NPHP4	HGNC:19104	O75161	cytoplasmic
NPIPA3	HGNC:41978	F8WFD2	nuclear
NPIPA5	HGNC:41980	E9PKD4	nuclear
NPIPA6	HGNC:27893	P0DXC3	nuclear
NPIPA7	HGNC:41982	E9PJI5	nuclear
NPIPA8	HGNC:41983	P0DM63	nuclear
NPIPA9	HGNC:41984	A0A0B4J1W7	nuclear
NPIPB15	HGNC:34409	A6NHN6	cytoplasmic
NPIPB2	HGNC:37451	A6NJ64	nuclear
NPIPB6	HGNC:37454	E9PJ23	nuclear
NPIPB7	HGNC:33832	O75200	nuclear
NPIPB8	HGNC:37490	E9PQR5	nuclear
NPLOC4	HGNC:18261	Q8TAT6	cytoplasmic
NPM1	HGNC:7910	P06748	nuclear
NPM2	HGNC:7930	Q86SE8	nuclear
NPM3	HGNC:7931	O75607	nuclear
NPRL2	HGNC:24969	Q8WTW4	cytoplasmic
NPRL3	HGNC:14124	Q12980	cytoplasmic
NQO1	HGNC:2874	P15559	cytoplasmic
NQO2	HGNC:7856	P16083	cytoplasmic
NR0B1	HGNC:7960	P51843	nuclear
NR0B2	HGNC:7961	Q15466	nuclear
NR1D1	HGNC:7962	P20393	nuclear
NR1D2	HGNC:7963	Q14995	nuclear
NR1H2	HGNC:7965	P55055	nuclear
NR1H3	HGNC:7966	Q13133	nuclear
NR1H4	HGNC:7967	Q96RI1	nuclear
NR1I2	HGNC:7968	O75469	nuclear
NR1I3	HGNC:7969	Q14994	nuclear
NR2C2	HGNC:7972	P49116	nuclear
NR2C2AP	HGNC:30763	Q86WQ0	nuclear
NR2E1	HGNC:7973	Q9Y466	nuclear
NR2E3	HGNC:7974	Q9Y5X4	nuclear
NR2F1	HGNC:7975	P10589	nuclear
NR2F2	HGNC:7976	P24468	nuclear
NR2F6	HGNC:7977	P10588	nuclear
NR3C1	HGNC:7978	P04150	cytoplasmic
NR3C2	HGNC:7979	P08235	nuclear
NR4A1	HGNC:7980	P22736	nuclear
NR4A2	HGNC:7981	P43354	nuclear
NR4A3	HGNC:7982	Q92570	nuclear
NR5A1	HGNC:7983	Q13285	nuclear
NR5A2	HGNC:7984	O00482	nuclear
NR6A1	HGNC:7985	Q15406	nuclear
NRAP	HGNC:7988	Q86VF7	cytoplasmic
NRARP	HGNC:33843	Q7Z6K4	nuclear
NRBF2	HGNC:19692	Q96F24	cytoplasmic
NRBP2	HGNC:19339	Q9NSY0	cytoplasmic
NRDE2	HGNC:20186	Q9H7Z3	nuclear
NREP	HGNC:16834	Q16612	cytoplasmic
NRF1	HGNC:7996	Q16656	nuclear
NRGN	HGNC:8000	Q92686	cytoplasmic
NRIP1	HGNC:8001	P48552	nuclear
NRIP2	HGNC:23078	Q9BQI9	cytoplasmic
NRIP3	HGNC:1167	Q9NQ35	cytoplasmic
NRK	HGNC:25391	Q7Z2Y5	cytoplasmic
NRL	HGNC:8002	P54845	nuclear
NSA2	HGNC:30728	O95478	nuclear
NSD1	HGNC:14234	Q96L73	nuclear
NSD2	HGNC:12766	O96028	nuclear
NSD3	HGNC:12767	Q9BZ95	nuclear
NSL1	HGNC:24548	Q96IY1	nuclear
NSMCE1	HGNC:29897	Q8WV22	nuclear
NSMCE2	HGNC:26513	Q96MF7	nuclear
NSMCE3	HGNC:7677	Q96MG7	nuclear
NSMCE4A	HGNC:25935	Q9NXX6	nuclear
NSMF	HGNC:29843	Q6X4W1	cytoplasmic
NSRP1	HGNC:25305	Q9H0G5	nuclear
NSUN2	HGNC:25994	Q08J23	nuclear
NSUN3	HGNC:26208	Q9H649	mitochondrial_internal
NSUN4	HGNC:31802	Q96CB9	mitochondrial_internal
NSUN5	HGNC:16385	Q96P11	nuclear
NSUN6	HGNC:23529	Q8TEA1	cytoplasmic
